Ping,RTT (microseconds)
1,105873
2,3119
3,104120
4,106902
5,104225
6,3070
7,105925
8,104734
9,104684
10,105773
11,105268
12,3268
13,105183
14,103933
15,104341
16,104859
17,106778
18,105854
19,104287
20,105576
21,103938
22,105004
23,107640
24,105688
25,104963
26,110728
27,105828
28,2994
29,104967
30,105230
31,104800
32,105913
33,103984
34,3032
35,103254
36,105598
37,104895
38,105020
39,104881
40,104578
41,103538
42,104380
43,2854
44,105677
45,103723
46,103599
47,6972
48,104723
49,105522
50,103872
51,104998
52,104887
53,105782
54,104644
55,3048
56,105415
57,2922
58,105016
59,2591
60,104411
61,105076
62,104272
63,106876
64,105716
65,2795
66,104962
67,3411
68,103621
69,3377
70,3167
71,104393
72,105032
73,105010
74,104411
75,104333
76,106745
77,104201
78,104915
79,104836
80,2787
81,105139
82,104938
83,3503
84,106203
85,3098
86,105862
87,105764
88,105223
89,2772
90,3013
91,105956
92,103776
93,2969
94,2810
95,2787
96,3733
97,105174
98,105841
99,103652
100,106438
