Ping,RTT (microseconds)
1,105230
2,106315
3,103884
4,109632
5,105461
6,104999
7,104055
8,105503
9,106991
10,107107
11,106131
12,106583
13,103986
14,3756
15,3150
16,104578
17,3634
18,103518
19,104422
20,2965
21,104869
22,104108
23,105402
24,104469
25,106090
26,106234
27,4079
28,111982
29,104523
30,4201
31,104538
32,106271
33,104311
34,103944
35,104552
36,104708
37,2892
38,104875
39,104519
40,3242
41,103052
42,104631
43,2756
44,3057
45,105929
46,2799
47,103516
48,3558
49,103803
50,2688
51,110629
52,104785
53,105960
54,104055
55,104850
56,107605
57,103959
58,105719
59,103928
60,104786
61,2663
62,106116
63,105580
64,3127
65,104794
66,103828
67,104650
68,104884
69,105827
70,2967
71,104007
72,3641
73,105893
74,105298
75,105176
76,105719
77,3161
78,103856
79,3112
80,3098
81,386207
82,104646
83,104375
84,105194
85,104651
86,105052
87,104945
88,104065
89,106399
90,2864
91,105091
92,105981
93,105046
94,103801
95,105447
96,103759
97,103866
98,3052
99,2975
100,107185
