Ping,RTT (microseconds)
1,104653
2,103961
3,103244
4,115932
5,105214
6,105008
7,3025
8,103965
9,106304
10,3009
11,2956
12,103515
13,104571
14,104062
15,3082
16,104917
17,105644
18,3100
19,104936
20,104322
21,3281
22,105520
23,2643
24,103918
25,105400
26,104406
27,3431
28,104974
29,106252
30,105786
31,105988
32,104716
33,3024
34,2600
35,105989
36,105607
37,103500
38,2903
39,4214
40,111756
41,3823
42,105741
43,102905
44,105383
45,107799
46,105450
47,104127
48,103931
49,2762
50,104421
51,106485
52,104028
53,104630
54,104912
55,106491
56,104046
57,106706
58,105166
59,104517
60,104470
61,104024
62,104037
63,107065
64,105045
65,105109
66,104690
67,2942
68,104584
69,3167
70,103054
71,109180
72,103899
73,105543
74,103842
75,2624
76,2427
77,104358
78,103728
79,103779
80,2690
81,103956
82,105641
83,107023
84,2777
85,103992
86,105024
87,104768
88,113526
89,104130
90,105956
91,104905
92,103514
93,2789
94,104091
95,104630
96,103082
97,104693
98,103983
99,105995
100,107073
