Ping,RTT (microseconds)
1,104345
2,104767
3,3003
4,103323
5,105300
6,105534
7,105410
8,104828
9,104517
10,105777
11,3540
12,105225
13,105651
14,103959
15,105814
16,104601
17,2987
18,104165
19,103951
20,105118
21,2781
22,105769
23,106027
24,105929
25,105371
26,113846
27,103938
28,103158
29,105555
30,110323
31,106304
32,103880
33,106449
34,2911
35,104315
36,104016
37,105195
38,104936
39,2808
40,103880
41,103921
42,106248
43,3448
44,105138
45,105891
46,105137
47,104550
48,104732
49,104035
50,106965
51,106638
52,105754
53,105051
54,104168
55,105602
56,104937
57,104423
58,105582
59,104839
60,106190
61,106059
62,2827
63,104502
64,106234
65,104994
66,105825
67,106041
68,106319
69,3137
70,104051
71,105903
72,105323
73,105390
74,104805
75,104727
76,104801
77,105890
78,105851
79,103802
80,3530
81,104785
82,2786
83,3225
84,107362
85,2642
86,112548
87,105484
88,104047
89,108524
90,105977
91,103316
92,104290
93,104351
94,104997
95,2778
96,105010
97,103564
98,105919
99,104967
100,104177
