Ping,RTT (microseconds)
1,3831
2,104033
3,3135
4,3062
5,106985
6,108277
7,103580
8,3023
9,106620
10,108748
11,105424
12,3447
13,105932
14,3447
15,105337
16,3748
17,106450
18,107073
19,3382
20,104175
21,2937
22,2822
23,104728
24,106107
25,104394
26,105821
27,105128
28,3423
29,105713
30,105901
31,105176
32,3019
33,104425
34,106225
35,3441
36,112947
37,104476
38,104866
39,3069
40,103935
41,106943
42,105012
43,104837
44,3072
45,104452
46,106195
47,2684
48,105444
49,104454
50,103470
51,3154
52,106460
53,104018
54,105649
55,105279
56,104811
57,3503
58,103706
59,105443
60,2825
61,103982
62,105196
63,104840
64,104488
65,103847
66,106576
67,105314
68,104814
69,104545
70,106353
71,105553
72,103542
73,103830
74,105162
75,2936
76,104866
77,104224
78,104753
79,104563
80,106002
81,104011
82,104287
83,103534
84,104684
85,103842
86,2836
87,105423
88,2987
89,104508
90,2811
91,103506
92,104946
93,103225
94,103405
95,2902
96,103865
97,3097
98,104799
99,105093
100,104878
