Ping,RTT (microseconds)
1,106517
2,103604
3,106101
4,104780
5,103925
6,104857
7,103738
8,105127
9,2900
10,105582
11,2935
12,105117
13,103792
14,3074
15,103662
16,105160
17,103289
18,104481
19,104319
20,2892
21,105343
22,103884
23,103711
24,106167
25,104642
26,105960
27,3905
28,105765
29,105254
30,104153
31,104716
32,106891
33,104738
34,3284
35,105635
36,117754
37,106719
38,105709
39,104344
40,3259
41,104094
42,104898
43,104777
44,3391
45,103799
46,105225
47,105689
48,3515
49,105085
50,105141
51,104028
52,3518
53,104594
54,104741
55,2665
56,103942
57,104450
58,108968
59,105022
60,103984
61,2847
62,103894
63,106702
64,105681
65,2165
66,103863
67,103555
68,105502
69,103852
70,104090
71,105725
72,105580
73,103484
74,104513
75,105811
76,104727
77,105765
78,8316
79,103049
80,104512
81,103754
82,2713
83,103753
84,103953
85,105047
86,104348
87,103508
88,104325
89,105052
90,104938
91,105811
92,4597
93,4169
94,106765
95,103315
96,104580
97,103159
98,105414
99,105671
100,3256
