Ping,RTT (microseconds)
1,103527
2,104870
3,104019
4,3147
5,3030
6,104166
7,104759
8,105794
9,105573
10,104895
11,105997
12,4589
13,104280
14,3040
15,104877
16,104614
17,105443
18,104178
19,3164
20,105021
21,103994
22,104986
23,103629
24,106675
25,112114
26,104097
27,104118
28,2598
29,104023
30,103810
31,2427
32,103992
33,103922
34,3228
35,104285
36,2780
37,2845
38,105857
39,103529
40,107760
41,105025
42,3042
43,104212
44,104495
45,104382
46,103392
47,105441
48,3652
49,104098
50,3456
51,105397
52,104633
53,107004
54,105212
55,105989
56,106152
57,104367
58,105610
59,105412
60,108317
61,105250
62,105126
63,104832
64,104232
65,103234
66,106075
67,103899
68,104003
69,105507
70,104074
71,2920
72,105661
73,105228
74,113265
75,103982
76,103964
77,103712
78,2973
79,103686
80,104980
81,103420
82,104231
83,2757
84,103925
85,104869
86,105756
87,104301
88,105405
89,103693
90,105611
91,3238
92,104805
93,103744
94,3347
95,106154
96,103562
97,107883
98,104598
99,2879
100,106989
