Ping,RTT (microseconds)
1,5820
2,104096
3,105524
4,105228
5,104187
6,3005
7,105147
8,104042
9,2880
10,105236
11,106122
12,2801
13,105091
14,104851
15,104196
16,3640
17,3035
18,105025
19,105729
20,105316
21,105428
22,104453
23,105168
24,103852
25,105682
26,105005
27,104816
28,104144
29,410120
30,110661
31,105097
32,105812
33,105544
34,104568
35,2997
36,105816
37,104882
38,3028
39,105206
40,104465
41,103592
42,105267
43,3286
44,105626
45,105796
46,103984
47,105798
48,104931
49,106612
50,103890
51,105325
52,105226
53,105475
54,106174
55,103814
56,105190
57,4047
58,105445
59,103870
60,104237
61,105715
62,105059
63,104175
64,2860
65,3625
66,106612
67,4012
68,103382
69,104498
70,105579
71,105074
72,2947
73,3586
74,103977
75,384579
76,3233
77,2922
78,103493
79,105964
80,104667
81,2961
82,104779
83,104072
84,105825
85,104694
86,104112
87,104629
88,105777
89,106098
90,107408
91,3161
92,104732
93,106863
94,104067
95,106955
96,105734
97,104260
98,105894
99,103375
100,105229
