Ping,RTT (microseconds)
1,106255
2,105659
3,104569
4,104325
5,105266
6,106132
7,105590
8,104381
9,104468
10,105612
11,104843
12,2869
13,104566
14,103353
15,105947
16,105002
17,103946
18,104322
19,104462
20,105765
21,103951
22,106238
23,104796
24,107872
25,104701
26,105078
27,105073
28,3816
29,106562
30,2983
31,2931
32,105339
33,104047
34,105858
35,103259
36,2876
37,107418
38,104191
39,103987
40,104509
41,3684
42,104535
43,3203
44,2901
45,105794
46,2953
47,104233
48,105444
49,104431
50,3056
51,104192
52,106575
53,105875
54,103805
55,105009
56,3100
57,3452
58,103792
59,104569
60,104289
61,103661
62,104761
63,105215
64,103575
65,103690
66,105016
67,6306
68,105683
69,104929
70,104651
71,103968
72,103769
73,401188
74,104678
75,3789
76,104790
77,105558
78,3581
79,106045
80,103948
81,108434
82,3901
83,3355
84,105907
85,105704
86,2747
87,3089
88,105678
89,2829
90,103455
91,4105
92,104380
93,108013
94,3263
95,105516
96,3640
97,104711
98,103902
99,105974
100,4775
