Ping,RTT (microseconds)
1,108011
2,104736
3,105203
4,109986
5,105076
6,105927
7,103874
8,105767
9,107098
10,105184
11,105165
12,103977
13,105952
14,103860
15,104666
16,104740
17,104730
18,107008
19,105567
20,103748
21,104001
22,105951
23,104741
24,105623
25,105360
26,103444
27,104272
28,104047
29,106167
30,103490
31,105090
32,104669
33,105727
34,106317
35,105116
36,105671
37,104239
38,103366
39,104546
40,105204
41,104138
42,104371
43,103825
44,103959
45,106046
46,103939
47,107844
48,106183
49,103166
50,103605
51,103294
52,418962
53,104779
54,106306
55,104804
56,106460
57,105516
58,104255
59,103705
60,104691
61,104916
62,105681
63,106025
64,104314
65,104894
66,103882
67,114322
68,104550
69,105363
70,103817
71,106018
72,104357
73,104744
74,107001
75,104487
76,104982
77,103212
78,104676
79,104001
80,103731
81,105936
82,105336
83,104750
84,104041
85,105089
86,105630
87,104612
88,105247
89,104203
90,416686
91,103039
92,104942
93,104370
94,105056
95,104046
96,103866
97,103737
98,105674
99,104725
100,104814
