Ping,RTT (microseconds)
1,105632
2,104996
3,105000
4,105211
5,105965
6,105144
7,105047
8,105260
9,105005
10,104797
11,104972
12,105282
13,106054
14,104027
15,104661
16,105123
17,106480
18,104624
19,103760
20,105756
21,105013
22,104282
23,105113
24,110246
25,106087
26,104336
27,105908
28,104392
29,104412
30,104090
31,104169
32,107032
33,104424
34,103829
35,104291
36,105255
37,105213
38,104984
39,104580
40,105091
41,105176
42,111428
43,106534
44,103497
45,105116
46,103604
47,107030
48,103672
49,103885
50,103512
51,105781
52,104409
53,103828
54,105019
55,104115
56,105362
57,103891
58,104188
59,105656
60,104303
61,106433
62,104904
63,105735
64,106071
65,104901
66,104737
67,104961
68,104646
69,103929
70,103869
71,105685
72,104238
73,105201
74,106264
75,103732
76,103234
77,104118
78,105123
79,105678
80,104753
81,105724
82,103703
83,106272
84,103744
85,104580
86,104558
87,105258
88,105117
89,104610
90,105041
91,103370
92,105326
93,115118
94,103366
95,106333
96,104779
97,105341
98,104164
99,103278
100,103563
