Ping,RTT (microseconds)
1,105758
2,103334
3,103790
4,105023
5,106177
6,104209
7,103727
8,104353
9,103472
10,106092
11,105634
12,105680
13,106312
14,103821
15,103318
16,106498
17,104447
18,409569
19,520518
20,105232
21,106055
22,106922
23,103471
24,103126
25,105182
26,104363
27,104583
28,104463
29,105912
30,105260
31,103939
32,105699
33,104195
34,105185
35,105787
36,104950
37,105318
38,103283
39,105469
40,104710
41,106544
42,104270
43,103803
44,105205
45,103508
46,103774
47,105366
48,105038
49,104155
50,105268
51,106714
52,103867
53,113396
54,105350
55,104629
56,105057
57,105636
58,103729
59,105544
60,104781
61,105043
62,104127
63,105549
64,104473
65,104074
66,103843
67,106856
68,106051
69,103614
70,106018
71,104675
72,104309
73,104978
74,103593
75,105335
76,105282
77,104812
78,104979
79,104982
80,105752
81,104211
82,105515
83,104964
84,104945
85,106682
86,103974
87,104999
88,103814
89,105011
90,104221
91,105507
92,104736
93,104115
94,103990
95,104375
96,105560
97,106058
98,105794
99,106012
100,104852
