Ping,RTT (microseconds)
1,105881
2,104507
3,106246
4,105799
5,105992
6,105019
7,104921
8,104272
9,106666
10,104427
11,106057
12,108312
13,104277
14,105427
15,104818
16,104145
17,103760
18,104777
19,104861
20,106857
21,103230
22,106143
23,104117
24,107288
25,106310
26,105730
27,104220
28,104292
29,103528
30,105815
31,104330
32,105000
33,104411
34,104920
35,104081
36,105195
37,103759
38,104531
39,104114
40,104939
41,106784
42,104849
43,104826
44,103627
45,106057
46,105219
47,105433
48,104243
49,103654
50,104124
51,104946
52,103396
53,107775
54,104244
55,105501
56,106834
57,103924
58,105363
59,103714
60,105010
61,105252
62,105403
63,104024
64,105560
65,104449
66,104660
67,103534
68,104410
69,103714
70,106703
71,104398
72,106010
73,105422
74,105999
75,105054
76,103741
77,415726
78,104440
79,104158
80,105758
81,106488
82,104428
83,103436
84,104676
85,103258
86,103393
87,104645
88,104118
89,104674
90,104311
91,104985
92,106651
93,104161
94,103769
95,103889
96,104079
97,105090
98,105786
99,103780
100,104411
