Ping,RTT (microseconds)
1,106006
2,105796
3,103834
4,103995
5,416985
6,105375
7,104044
8,104811
9,103948
10,104109
11,106027
12,104171
13,103461
14,105511
15,105510
16,104740
17,107021
18,104436
19,104971
20,104379
21,106063
22,104385
23,104405
24,104797
25,104205
26,103305
27,103847
28,104131
29,106574
30,104904
31,103626
32,105258
33,103724
34,106106
35,104600
36,104710
37,105941
38,104894
39,105683
40,104603
41,104649
42,106552
43,104306
44,103845
45,106249
46,104892
47,104689
48,104964
49,104084
50,104265
51,105204
52,104712
53,103182
54,103445
55,103742
56,104712
57,106370
58,104859
59,105125
60,103657
61,108019
62,104787
63,103428
64,104352
65,102989
66,105114
67,104894
68,105819
69,104775
70,104168
71,104223
72,104734
73,106314
74,104287
75,103711
76,104232
77,105401
78,104106
79,105962
80,104801
81,105075
82,105561
83,104061
84,103830
85,103689
86,103067
87,106140
88,105953
89,104191
90,105258
91,104477
92,420526
93,103091
94,104888
95,105676
96,105647
97,104083
98,104149
99,103581
100,107159
