Ping,RTT (microseconds)
1,106391
2,103577
3,104023
4,104194
5,106427
6,103406
7,114005
8,103953
9,104038
10,104829
11,103512
12,106226
13,104848
14,103588
15,104713
16,104966
17,105835
18,105163
19,105425
20,104448
21,103600
22,106529
23,104834
24,104408
25,104882
26,104154
27,103944
28,113283
29,104757
30,104258
31,103992
32,105730
33,104954
34,105769
35,105679
36,107878
37,103672
38,104106
39,104193
40,103531
41,106041
42,105033
43,103771
44,105633
45,104429
46,108620
47,111455
48,103889
49,106292
50,103877
51,103319
52,107588
53,107459
54,104658
55,106144
56,106814
57,104206
58,106362
59,104125
60,105308
61,107264
62,105999
63,107573
64,104959
65,105164
66,105763
67,105727
68,105160
69,104892
70,104778
71,105801
72,104998
73,105358
74,104436
75,104976
76,104268
77,106057
78,104056
79,107038
80,103877
81,103340
82,105024
83,103376
84,103691
85,105029
86,105017
87,104507
88,106203
89,106183
90,104467
91,104257
92,103888
93,103935
94,104087
95,107091
96,104845
97,106560
98,105632
99,103534
100,106552
