Ping,RTT (microseconds)
1,104871
2,103753
3,106088
4,104425
5,105372
6,105833
7,103972
8,105648
9,104079
10,105270
11,105674
12,104264
13,105694
14,105133
15,103996
16,104971
17,103783
18,104713
19,104049
20,103992
21,104179
22,106312
23,104424
24,104026
25,105311
26,109117
27,104658
28,104719
29,104908
30,106981
31,104449
32,104172
33,104319
34,106001
35,103848
36,105890
37,103947
38,106676
39,110510
40,105333
41,103986
42,104838
43,105698
44,105063
45,105268
46,105838
47,117194
48,107847
49,106787
50,106249
51,103827
52,105773
53,107014
54,104184
55,103492
56,110946
57,106228
58,103863
59,104356
60,106156
61,106017
62,104698
63,105689
64,103661
65,103883
66,105800
67,105863
68,105814
69,104934
70,105792
71,105068
72,103450
73,104865
74,103952
75,105347
76,104747
77,107713
78,104914
79,104462
80,104290
81,106629
82,116063
83,103669
84,106128
85,103434
86,104620
87,111380
88,104505
89,104551
90,104107
91,103785
92,105038
93,105275
94,105102
95,103775
96,105070
97,105962
98,103740
99,104032
100,106097
