Ping,RTT (microseconds)
1,105674
2,106442
3,429053
4,103767
5,106188
6,106376
7,105595
8,105555
9,104236
10,105467
11,104388
12,106129
13,103554
14,105307
15,103771
16,104154
17,106051
18,104821
19,104720
20,104165
21,105127
22,104705
23,104232
24,104267
25,104421
26,105388
27,104823
28,104399
29,105967
30,104747
31,104061
32,104150
33,104313
34,103629
35,104237
36,105255
37,104587
38,106824
39,107208
40,104571
41,106563
42,107108
43,103435
44,104149
45,103117
46,107087
47,105175
48,103445
49,103241
50,105219
51,432920
52,105650
53,103859
54,104972
55,105123
56,105200
57,105608
58,103702
59,105344
60,106744
61,104608
62,105023
63,106132
64,104486
65,104486
66,103433
67,104005
68,105046
69,104392
70,103464
71,103421
72,103738
73,106405
74,105989
75,104274
76,103929
77,104167
78,103559
79,104190
80,103759
81,103809
82,105072
83,103440
84,105791
85,104040
86,103256
87,102608
88,105245
89,105287
90,105867
91,106849
92,104649
93,104910
94,104771
95,104614
96,104847
97,106273
98,104612
99,104765
100,106524
