Ping,RTT (microseconds)
1,107338
2,104037
3,106750
4,103696
5,104602
6,106449
7,104039
8,104015
9,105104
10,105323
11,103807
12,104653
13,103921
14,105238
15,103999
16,104474
17,106316
18,105038
19,105062
20,104654
21,105156
22,104683
23,105782
24,104015
25,104908
26,105425
27,103157
28,104502
29,106050
30,105191
31,103761
32,104583
33,103890
34,105837
35,104071
36,104179
37,104034
38,105129
39,103705
40,105273
41,104224
42,104602
43,105273
44,103863
45,105818
46,103847
47,105827
48,104655
49,104916
50,108030
51,103916
52,104957
53,105787
54,105865
55,104030
56,106602
57,103629
58,104252
59,104142
60,104907
61,104281
62,105048
63,103992
64,103781
65,109363
66,103823
67,105145
68,106775
69,104149
70,103759
71,104489
72,104375
73,104205
74,108340
75,116308
76,105830
77,106718
78,104924
79,104654
80,105553
81,104478
82,105499
83,104731
84,105953
85,104225
86,106088
87,103739
88,105676
89,105775
90,104657
91,106018
92,104016
93,105851
94,104282
95,105164
96,104756
97,111924
98,106969
99,103434
100,105324
