Ping,RTT (microseconds)
1,110735
2,105050
3,103885
4,104648
5,103749
6,105985
7,103753
8,105073
9,105702
10,103980
11,104607
12,104166
13,104410
14,105524
15,104003
16,103765
17,105600
18,106065
19,103863
20,103739
21,104725
22,104900
23,105598
24,105626
25,105440
26,103793
27,105141
28,105190
29,103483
30,103890
31,103664
32,104547
33,103797
34,104288
35,104522
36,103316
37,106028
38,105107
39,104241
40,106023
41,104360
42,105598
43,106280
44,103253
45,104192
46,104264
47,104741
48,103969
49,105028
50,104608
51,103975
52,105967
53,114265
54,105025
55,103807
56,105343
57,104063
58,104162
59,105937
60,106345
61,106426
62,105019
63,104913
64,103742
65,104385
66,106033
67,104767
68,106033
69,104765
70,104550
71,104861
72,103492
73,105163
74,104408
75,104568
76,110148
77,104934
78,104193
79,103988
80,104516
81,104502
82,106572
83,104081
84,104109
85,104168
86,106107
87,105175
88,105024
89,104477
90,105147
91,104492
92,105904
93,104781
94,105200
95,104944
96,106275
97,103663
98,104709
99,105931
100,104064
