Ping,RTT (microseconds)
1,105296
2,104282
3,105961
4,104892
5,104077
6,104326
7,105408
8,106176
9,106963
10,103999
11,107098
12,105313
13,105123
14,103634
15,103730
16,104925
17,105635
18,105507
19,104864
20,105398
21,103775
22,104340
23,104629
24,103887
25,103928
26,104698
27,104314
28,104991
29,104065
30,106284
31,105776
32,105561
33,102997
34,104695
35,105335
36,103773
37,104660
38,104460
39,104243
40,105732
41,106330
42,104157
43,104049
44,104819
45,104549
46,112319
47,103492
48,104586
49,105096
50,103827
51,103752
52,103705
53,106353
54,107532
55,103926
56,104261
57,104689
58,104215
59,105404
60,103579
61,104789
62,103096
63,106556
64,106840
65,107053
66,104832
67,105324
68,106335
69,964807
70,103227
71,105661
72,103979
73,105790
74,105818
75,105929
76,105599
77,103825
78,104923
79,107886
80,104670
81,104809
82,105368
83,103533
84,104936
85,104923
86,104479
87,103843
88,106664
89,105626
90,104767
91,104045
92,103833
93,105875
94,106158
95,104069
96,103001
97,104855
98,104766
99,104015
100,105221
