Ping,RTT (microseconds)
1,103786
2,103924
3,107155
4,104043
5,105277
6,104093
7,104345
8,105604
9,105292
10,104757
11,108889
12,107342
13,105795
14,104005
15,103727
16,104361
17,104061
18,104980
19,104297
20,104482
21,105144
22,104059
23,105618
24,107519
25,104677
26,106002
27,103962
28,106103
29,104078
30,104922
31,104658
32,105053
33,105607
34,108336
35,105740
36,103564
37,103864
38,105113
39,423107
40,104329
41,103428
42,103953
43,105301
44,105111
45,105352
46,103561
47,104231
48,104488
49,104103
50,105244
51,104455
52,104293
53,103177
54,104929
55,103973
56,104587
57,104599
58,105437
59,105393
60,103950
61,103664
62,105880
63,103975
64,103871
65,105316
66,104899
67,104210
68,107629
69,103695
70,104010
71,105051
72,104002
73,105481
74,103965
75,105167
76,104477
77,104719
78,105583
79,103050
80,103962
81,106177
82,105506
83,105053
84,104752
85,104380
86,103495
87,103846
88,103575
89,103602
90,109172
91,104485
92,104859
93,106156
94,103835
95,104103
96,105693
97,104329
98,104033
99,103097
100,106015
