Ping,RTT (microseconds)
1,105490
2,103945
3,105349
4,105531
5,103293
6,105256
7,105829
8,105289
9,105112
10,106472
11,104747
12,104494
13,106471
14,103896
15,104029
16,105894
17,104843
18,105414
19,105358
20,106427
21,103958
22,107957
23,106209
24,103787
25,105535
26,104197
27,105905
28,103787
29,109029
30,105323
31,103087
32,106920
33,105991
34,103921
35,104178
36,105521
37,105874
38,104885
39,106048
40,103686
41,104990
42,104854
43,104861
44,106085
45,104735
46,105669
47,105418
48,104293
49,104805
50,104878
51,103879
52,105633
53,103979
54,103747
55,105281
56,104585
57,104972
58,106348
59,104111
60,105179
61,105481
62,104094
63,107887
64,105052
65,105754
66,105116
67,105100
68,104927
69,105936
70,104510
71,106339
72,104358
73,105406
74,103938
75,105799
76,104069
77,104544
78,105630
79,103380
80,108931
81,103313
82,105135
83,104798
84,104401
85,105185
86,105955
87,104823
88,105976
89,104842
90,105991
91,105766
92,103437
93,103892
94,103948
95,105431
96,105988
97,104877
98,105777
99,106049
100,104254
