Ping,RTT (microseconds)
1,105703
2,103037
3,105179
4,104407
5,106108
6,104756
7,104935
8,104473
9,105336
10,104884
11,105581
12,104776
13,105948
14,104267
15,105008
16,103684
17,111431
18,103519
19,106474
20,105124
21,103662
22,106563
23,105495
24,104414
25,103036
26,104564
27,105126
28,103796
29,103483
30,103587
31,103562
32,105990
33,104996
34,104306
35,103429
36,105339
37,104835
38,103523
39,106913
40,113876
41,103763
42,105608
43,104855
44,104713
45,105087
46,105951
47,104389
48,104732
49,104355
50,107220
51,103976
52,103902
53,105095
54,104238
55,103165
56,103891
57,105278
58,104239
59,104272
60,104879
61,105206
62,106501
63,103988
64,103719
65,105326
66,103770
67,104631
68,105814
69,103870
70,106040
71,104553
72,104312
73,103385
74,103398
75,104509
76,104733
77,103801
78,104882
79,104607
80,103921
81,104783
82,104280
83,104268
84,105419
85,105909
86,105102
87,103502
88,103151
89,104122
90,105251
91,103791
92,103780
93,103725
94,104065
95,105586
96,104707
97,103440
98,104376
99,106705
100,103306
