Ping,RTT (microseconds)
1,104728
2,106101
3,104989
4,103646
5,104739
6,104093
7,104745
8,105038
9,103337
10,105967
11,104276
12,104573
13,104736
14,105669
15,105559
16,104606
17,106435
18,104882
19,103240
20,107078
21,103867
22,104789
23,104228
24,104345
25,104979
26,105968
27,105687
28,104209
29,102817
30,111779
31,104376
32,105454
33,104916
34,103455
35,104222
36,104022
37,103381
38,103525
39,104076
40,103734
41,104715
42,103732
43,103132
44,105422
45,104504
46,104597
47,105040
48,104052
49,103829
50,107077
51,104181
52,105203
53,105858
54,104189
55,105500
56,104990
57,111965
58,104632
59,106624
60,103562
61,104416
62,104998
63,105127
64,103718
65,104849
66,105267
67,105401
68,105049
69,105527
70,104676
71,105330
72,106518
73,103814
74,104954
75,103814
76,105741
77,104551
78,104778
79,104740
80,105070
81,104284
82,104166
83,104973
84,104899
85,104446
86,103818
87,103177
88,105818
89,105446
90,105184
91,105097
92,106330
93,103452
94,105053
95,105633
96,103975
97,104424
98,105101
99,104518
100,105883
