Ping,RTT (microseconds)
1,104430
2,105041
3,105148
4,104255
5,106043
6,105757
7,108455
8,105251
9,105006
10,106233
11,108153
12,104217
13,104420
14,111210
15,106711
16,105639
17,105116
18,103695
19,105107
20,103582
21,103539
22,104086
23,104448
24,104655
25,105165
26,105092
27,106523
28,105674
29,106025
30,105625
31,104212
32,106243
33,105859
34,103307
35,104065
36,104232
37,104690
38,561261
39,109672
40,105757
41,104052
42,103335
43,415566
44,103798
45,104102
46,105177
47,105636
48,103309
49,106090
50,104919
51,103971
52,104909
53,104557
54,103819
55,104295
56,104109
57,107855
58,104598
59,105760
60,104993
61,104549
62,104039
63,104886
64,104492
65,104206
66,105189
67,104542
68,105415
69,103532
70,104873
71,106064
72,105198
73,106045
74,103980
75,105318
76,104074
77,106035
78,105517
79,105086
80,107912
81,104111
82,104825
83,103819
84,104019
85,105640
86,103489
87,103422
88,105721
89,105826
90,104085
91,105096
92,105450
93,103378
94,105347
95,105271
96,105346
97,105845
98,103779
99,105558
100,105434
