Ping,RTT (microseconds)
1,108940
2,106991
3,106518
4,105927
5,105939
6,105152
7,104576
8,103959
9,104041
10,104727
11,106247
12,104445
13,105169
14,106275
15,105099
16,104929
17,105587
18,105050
19,103601
20,104867
21,104489
22,104047
23,103629
24,103882
25,105218
26,104244
27,106936
28,105910
29,105496
30,107235
31,105066
32,104814
33,107268
34,104906
35,104952
36,106264
37,107763
38,106146
39,103677
40,105307
41,105374
42,104942
43,104769
44,104881
45,105715
46,103936
47,103997
48,105668
49,105010
50,105622
51,106794
52,104294
53,107320
54,103914
55,103751
56,103804
57,110001
58,104320
59,105030
60,105136
61,105205
62,104759
63,104823
64,105489
65,103244
66,103609
67,105498
68,105240
69,104685
70,105202
71,103663
72,106057
73,103375
74,106785
75,105721
76,111773
77,104260
78,104409
79,106505
80,103516
81,103905
82,105344
83,104730
84,103937
85,104323
86,103965
87,103688
88,104581
89,103509
90,106178
91,104233
92,103515
93,107304
94,104765
95,105344
96,105476
97,105929
98,104315
99,114796
100,106699
