Ping,RTT (microseconds)
1,106074
2,104809
3,105289
4,107100
5,104879
6,106520
7,105211
8,105469
9,104725
10,105976
11,105840
12,113504
13,105438
14,105270
15,106034
16,104303
17,103839
18,105621
19,106246
20,105794
21,104118
22,106015
23,104438
24,107314
25,105239
26,105041
27,104212
28,105984
29,105183
30,105594
31,105253
32,104535
33,104293
34,117097
35,104923
36,104690
37,105039
38,104087
39,106571
40,106928
41,105578
42,104943
43,106218
44,104787
45,106086
46,109087
47,105512
48,104071
49,103981
50,104896
51,104527
52,105348
53,104106
54,103407
55,104977
56,105181
57,104682
58,103821
59,103829
60,103806
61,105672
62,105440
63,104900
64,105052
65,104432
66,103123
67,105935
68,106268
69,113036
70,103870
71,105812
72,104318
73,104869
74,105754
75,104910
76,107069
77,104372
78,105336
79,103065
80,106476
81,104172
82,104360
83,106038
84,104777
85,104754
86,105079
87,105737
88,103886
89,105710
90,103995
91,105424
92,106027
93,103865
94,108067
95,104925
96,104941
97,103362
98,110569
99,106075
100,105045
