Ping,RTT (microseconds)
1,104425
2,103137
3,106934
4,104634
5,103605
6,103167
7,104569
8,104830
9,105242
10,103833
11,104685
12,103168
13,105079
14,104677
15,104633
16,104955
17,103738
18,103574
19,106115
20,105776
21,106135
22,105137
23,106056
24,103421
25,105453
26,104198
27,105471
28,105424
29,106316
30,105367
31,104868
32,104201
33,106216
34,110578
35,104565
36,104394
37,105439
38,104033
39,104660
40,106381
41,104556
42,104922
43,103147
44,104674
45,106442
46,104411
47,104768
48,104343
49,105029
50,104846
51,105651
52,104237
53,105910
54,104819
55,103482
56,104329
57,105699
58,104138
59,103784
60,103377
61,104846
62,105342
63,105120
64,104849
65,105135
66,103846
67,104347
68,104205
69,105241
70,106030
71,104864
72,104808
73,105456
74,105268
75,105559
76,105604
77,105300
78,108808
79,104423
80,105007
81,104677
82,106922
83,104167
84,103417
85,103537
86,105890
87,105185
88,106040
89,105320
90,105557
91,105120
92,104750
93,103363
94,103988
95,103848
96,105705
97,104410
98,106169
99,106173
100,103963
