Ping,RTT (microseconds)
1,105079
2,103837
3,105029
4,105725
5,104568
6,105748
7,103972
8,104080
9,105442
10,105802
11,105422
12,104890
13,104400
14,104910
15,105498
16,105203
17,104481
18,105228
19,104726
20,106472
21,104380
22,104114
23,103882
24,105151
25,105459
26,104686
27,106548
28,104233
29,104043
30,105053
31,104654
32,104828
33,103482
34,107137
35,103542
36,105557
37,105441
38,106887
39,106489
40,105187
41,113198
42,105718
43,104288
44,104831
45,416835
46,105370
47,103498
48,103715
49,105149
50,106698
51,104620
52,105437
53,105207
54,106172
55,103525
56,105051
57,105632
58,104779
59,104003
60,104764
61,104809
62,105483
63,104098
64,103904
65,106932
66,104401
67,104874
68,104903
69,106463
70,104760
71,105216
72,103960
73,105022
74,104970
75,105203
76,105301
77,103609
78,106290
79,105274
80,104983
81,103948
82,104216
83,106406
84,105140
85,104953
86,106811
87,104734
88,103945
89,104815
90,103638
91,104965
92,103923
93,103764
94,105737
95,104446
96,106208
97,103861
98,105021
99,104996
100,104370
