Ping,RTT (microseconds)
1,103748
2,104537
3,105224
4,105037
5,104520
6,103950
7,104956
8,104619
9,103651
10,104895
11,105375
12,105654
13,103645
14,103647
15,105077
16,104104
17,104500
18,105284
19,105313
20,103786
21,105658
22,108281
23,105382
24,103802
25,105456
26,106177
27,105945
28,104150
29,105370
30,104121
31,104511
32,104329
33,104212
34,106139
35,103930
36,103482
37,103888
38,105207
39,103827
40,105508
41,107793
42,104050
43,106616
44,104732
45,106759
46,104625
47,109135
48,104143
49,106591
50,105643
51,104656
52,104717
53,104232
54,105071
55,105327
56,105493
57,106266
58,106575
59,104555
60,105639
61,105990
62,104494
63,104432
64,105615
65,104416
66,104760
67,112871
68,105195
69,106604
70,104884
71,105744
72,104145
73,103565
74,105560
75,104076
76,103806
77,104307
78,106546
79,105515
80,105424
81,105508
82,104235
83,103646
84,104634
85,117431
86,104635
87,104880
88,104985
89,103170
90,106919
91,103925
92,105274
93,105589
94,103958
95,107256
96,105547
97,106339
98,104719
99,105019
100,104150
