Ping,RTT (microseconds)
1,103178
2,104950
3,105151
4,104538
5,106000
6,104959
7,104587
8,104924
9,104710
10,104590
11,103973
12,106987
13,104856
14,103889
15,104682
16,103992
17,104956
18,105379
19,105883
20,106869
21,105006
22,107572
23,420622
24,105199
25,104965
26,104861
27,104762
28,104922
29,105194
30,104913
31,103924
32,105740
33,104043
34,103691
35,103990
36,104916
37,104606
38,111422
39,103498
40,105912
41,103836
42,105310
43,103970
44,103732
45,105942
46,103284
47,105078
48,105553
49,104710
50,104935
51,105827
52,105009
53,104610
54,104567
55,105295
56,104103
57,105809
58,104526
59,105217
60,105946
61,103920
62,104675
63,104072
64,106327
65,104789
66,103229
67,103380
68,105573
69,106442
70,104935
71,104053
72,104867
73,104371
74,104168
75,105599
76,103303
77,104448
78,105188
79,104026
80,103593
81,104051
82,104596
83,105164
84,104704
85,103790
86,105589
87,104315
88,104944
89,106052
90,105698
91,105790
92,109276
93,107421
94,104973
95,104396
96,104230
97,103027
98,105903
99,103864
100,104549
