Ping,RTT (microseconds)
1,105937
2,104812
3,105074
4,105140
5,103293
6,106978
7,103628
8,106020
9,104359
10,104740
11,103729
12,104515
13,103647
14,103637
15,116169
16,104663
17,104055
18,104954
19,106598
20,104898
21,104571
22,106956
23,104268
24,103875
25,103940
26,104377
27,104152
28,105934
29,105496
30,106771
31,105496
32,105138
33,104140
34,105942
35,105836
36,106147
37,103432
38,105920
39,103775
40,104938
41,105532
42,104142
43,104558
44,104528
45,105391
46,105053
47,105588
48,105086
49,106692
50,103253
51,106009
52,103849
53,104152
54,105299
55,110047
56,103643
57,104670
58,105443
59,104931
60,103669
61,103124
62,104328
63,103985
64,106125
65,105275
66,103563
67,103180
68,103686
69,106080
70,109579
71,105821
72,105502
73,104802
74,104824
75,105640
76,105700
77,104274
78,110459
79,105749
80,105002
81,103383
82,104155
83,106120
84,104529
85,105305
86,104309
87,103810
88,104078
89,105375
90,106064
91,105793
92,103442
93,103549
94,103843
95,105242
96,104649
97,105172
98,104702
99,104032
100,105419
