Ping,RTT (microseconds)
1,104665
2,105310
3,111340
4,103718
5,104755
6,105806
7,108863
8,106940
9,105022
10,105212
11,104085
12,105322
13,104032
14,105149
15,103770
16,106086
17,105164
18,106500
19,103798
20,104753
21,105853
22,104768
23,103793
24,105192
25,104585
26,104565
27,105483
28,104454
29,104929
30,103428
31,103525
32,106301
33,104285
34,105393
35,104534
36,103917
37,421006
38,103474
39,105933
40,111773
41,104216
42,106836
43,104309
44,104458
45,103863
46,104699
47,104809
48,104683
49,103733
50,104165
51,519739
52,103627
53,103646
54,104922
55,105168
56,105652
57,104275
58,103966
59,105422
60,104543
61,105566
62,104800
63,106524
64,103688
65,105150
66,104595
67,105083
68,105757
69,104465
70,103731
71,105760
72,104494
73,106230
74,106317
75,105406
76,103126
77,111329
78,106598
79,104820
80,103514
81,106054
82,104928
83,104688
84,105223
85,104566
86,103831
87,104647
88,105697
89,104793
90,104978
91,106160
92,103890
93,106770
94,106019
95,104301
96,103616
97,106170
98,104565
99,106652
100,105437
