Ping,RTT (microseconds)
1,104288
2,105654
3,112839
4,104969
5,105390
6,105605
7,106029
8,105452
9,104375
10,105107
11,104986
12,105866
13,103561
14,106115
15,104822
16,104503
17,105433
18,105029
19,104539
20,104317
21,104599
22,104365
23,105586
24,105883
25,104538
26,105601
27,104100
28,103649
29,106468
30,105768
31,103893
32,103515
33,105970
34,105187
35,104683
36,105088
37,115749
38,104617
39,104213
40,104325
41,105278
42,105721
43,108644
44,105137
45,113507
46,104333
47,103328
48,106544
49,104095
50,104727
51,104291
52,105587
53,105774
54,104597
55,104115
56,104064
57,105997
58,103996
59,105292
60,104265
61,103897
62,104347
63,104219
64,109599
65,106174
66,103834
67,107584
68,104843
69,104476
70,103943
71,105336
72,104373
73,105019
74,104538
75,104015
76,104783
77,104668
78,108062
79,106714
80,104660
81,103607
82,103948
83,106017
84,104992
85,105615
86,105740
87,112392
88,106840
89,104184
90,103682
91,104228
92,105151
93,105773
94,104268
95,106692
96,104533
97,105073
98,105752
99,104708
100,105218
