Ping,RTT (microseconds)
1,106323
2,104771
3,103157
4,105250
5,2906
6,105837
7,105621
8,3123
9,103745
10,104866
11,105793
12,2999
13,3103
14,3551
15,103887
16,105000
17,2928
18,103762
19,105018
20,103367
21,3092
22,103955
23,104907
24,105189
25,105497
26,104618
27,105193
28,105541
29,106277
30,105887
31,104639
32,104416
33,106313
34,104834
35,2995
36,103703
37,103817
38,104747
39,3468
40,105475
41,103692
42,105201
43,113380
44,105676
45,104199
46,104695
47,3002
48,104749
49,104214
50,3275
51,105121
52,3141
53,104814
54,105371
55,105979
56,104731
57,105035
58,103963
59,2680
60,105240
61,103667
62,103280
63,105464
64,104150
65,104230
66,105656
67,103831
68,103816
69,104891
70,2883
71,105022
72,116761
73,103672
74,104191
75,104532
76,104379
77,107084
78,104659
79,104967
80,106898
81,105750
82,103488
83,104285
84,104817
85,105970
86,107077
87,104815
88,105687
89,3387
90,104482
91,3225
92,106765
93,105542
94,105356
95,106746
96,106853
97,105033
98,106149
99,105834
100,105165
