Ping,RTT (microseconds)
1,106392
2,104317
3,103581
4,103992
5,106639
6,3175
7,103742
8,2906
9,103735
10,106126
11,104844
12,105603
13,103872
14,104998
15,106956
16,104707
17,105846
18,107510
19,103902
20,105672
21,105036
22,104558
23,105798
24,104722
25,3263
26,106153
27,111851
28,103796
29,3099
30,104848
31,105127
32,104689
33,3050
34,2748
35,104742
36,103952
37,105517
38,104068
39,105196
40,105365
41,3187
42,103865
43,103721
44,104828
45,105504
46,103996
47,103833
48,103924
49,104947
50,106166
51,104121
52,5211
53,105352
54,105178
55,105828
56,103596
57,3177
58,106420
59,108148
60,105378
61,105075
62,106063
63,106364
64,408404
65,3117
66,103743
67,103761
68,103656
69,104497
70,103598
71,104447
72,106645
73,104358
74,104548
75,115238
76,103941
77,3316
78,2957
79,103285
80,106741
81,103267
82,3000
83,104076
84,104501
85,104904
86,103723
87,104310
88,103679
89,3168
90,104356
91,105026
92,103194
93,104659
94,2500
95,104335
96,3189
97,106027
98,3341
99,111243
100,107180
