Ping,RTT (microseconds)
1,104548
2,103997
3,104840
4,108186
5,11675
6,106187
7,2733
8,103912
9,103469
10,105610
11,103397
12,105423
13,104175
14,2738
15,104743
16,104119
17,599772
18,104497
19,105778
20,105878
21,105072
22,103607
23,104804
24,103247
25,105652
26,105724
27,103347
28,3160
29,2811
30,105848
31,104585
32,103567
33,105258
34,105754
35,105334
36,103414
37,106436
38,3153
39,104038
40,104720
41,104300
42,420956
43,12464
44,105290
45,108516
46,105542
47,2963
48,3396
49,2645
50,103546
51,104951
52,3095
53,108306
54,105343
55,105073
56,103524
57,107755
58,105389
59,104193
60,104596
61,105560
62,105207
63,104553
64,103206
65,103730
66,104129
67,2859
68,105325
69,103919
70,104536
71,103755
72,106286
73,103418
74,105334
75,105645
76,105269
77,104627
78,105957
79,111166
80,105255
81,103423
82,103526
83,103443
84,104716
85,104148
86,106806
87,105880
88,104864
89,105179
90,104937
91,105083
92,527773
93,104932
94,104157
95,105459
96,2769
97,104503
98,104707
99,104930
100,2944
