Ping,RTT (microseconds)
1,15028
2,103906
3,106588
4,104189
5,105233
6,104173
7,105025
8,107106
9,106153
10,103722
11,3136
12,106695
13,104309
14,105365
15,104549
16,103929
17,105816
18,104865
19,104802
20,106407
21,107284
22,105741
23,103800
24,104391
25,105078
26,104727
27,105845
28,104903
29,103196
30,104630
31,103861
32,104586
33,903012
34,103140
35,104716
36,105042
37,103941
38,2901
39,105223
40,2845
41,104076
42,104756
43,108788
44,105886
45,104145
46,104671
47,105294
48,105470
49,104086
50,105432
51,2928
52,105479
53,103432
54,103887
55,106420
56,14761
57,3525
58,104561
59,105190
60,105112
61,106249
62,3143
63,103922
64,105564
65,3839
66,12088
67,104871
68,105672
69,104774
70,104559
71,105884
72,105044
73,104373
74,2511
75,2574
76,103068
77,107078
78,105391
79,104140
80,103966
81,105798
82,103927
83,104464
84,3074
85,104403
86,104161
87,103863
88,104497
89,103620
90,104518
91,105987
92,106059
93,104425
94,107063
95,104720
96,105044
97,109202
98,106137
99,106050
100,105827
