Ping,RTT (microseconds)
1,104386
2,426759
3,104079
4,103238
5,105256
6,105691
7,104990
8,108935
9,106876
10,104472
11,2849
12,104611
13,3753
14,3641
15,104377
16,2998
17,104051
18,105193
19,108973
20,103904
21,105956
22,105281
23,105024
24,104019
25,105586
26,105515
27,104505
28,105452
29,2641
30,104421
31,105423
32,104078
33,104876
34,2361
35,105045
36,105020
37,2593
38,104591
39,103471
40,3498
41,105839
42,104089
43,105871
44,103804
45,106539
46,105423
47,103055
48,2864
49,104631
50,103332
51,2800
52,104658
53,105852
54,104921
55,2552
56,103998
57,104359
58,104730
59,104258
60,104662
61,103921
62,2506
63,104168
64,106277
65,103886
66,826169
67,715963
68,103939
69,105944
70,105977
71,3053
72,2982
73,104310
74,104513
75,104040
76,105821
77,405090
78,103838
79,104022
80,106046
81,103943
82,105612
83,104402
84,111371
85,105328
86,104784
87,105946
88,107307
89,103607
90,105857
91,104508
92,106186
93,103928
94,107183
95,103184
96,107709
97,3148
98,105897
99,2705
100,104878
