Ping,RTT (microseconds)
1,107221
2,104483
3,104339
4,105819
5,104168
6,105781
7,105111
8,105467
9,104707
10,103856
11,104992
12,103976
13,105249
14,103929
15,106071
16,103644
17,105342
18,105076
19,104552
20,105119
21,104925
22,105384
23,105137
24,104366
25,105197
26,104660
27,103659
28,104568
29,104948
30,104956
31,103904
32,104129
33,104304
34,105521
35,105166
36,106934
37,103662
38,106867
39,104096
40,106493
41,416842
42,104184
43,107615
44,104215
45,105037
46,103217
47,106722
48,105860
49,106737
50,104912
51,104924
52,103816
53,104727
54,104879
55,103930
56,103864
57,103553
58,104146
59,103619
60,107416
61,103857
62,103966
63,105906
64,106305
65,104205
66,103767
67,103887
68,104584
69,104990
70,106074
71,104143
72,104944
73,103921
74,107187
75,106715
76,106041
77,105388
78,106860
79,105816
80,104743
81,106050
82,104381
83,105560
84,103988
85,106294
86,103312
87,105660
88,105927
89,103716
90,104389
91,103974
92,105245
93,103509
94,106239
95,106745
96,105240
97,103932
98,104625
99,103940
100,106660
