Ping,RTT (microseconds)
1,105559
2,104649
3,104946
4,104157
5,104484
6,106145
7,106731
8,103783
9,105043
10,109647
11,104044
12,103603
13,105532
14,104151
15,104951
16,105874
17,106037
18,106885
19,104616
20,104874
21,104122
22,107409
23,104036
24,103837
25,106768
26,105676
27,411778
28,104057
29,103773
30,104839
31,105743
32,104478
33,106107
34,104855
35,104824
36,104905
37,105146
38,104276
39,104730
40,103821
41,104732
42,106155
43,103886
44,106442
45,105682
46,103941
47,106801
48,104612
49,106356
50,106213
51,105777
52,103915
53,103809
54,106945
55,104587
56,105923
57,104585
58,104939
59,103207
60,107733
61,104060
62,105892
63,103704
64,105950
65,105816
66,103814
67,105877
68,416033
69,103630
70,104996
71,105175
72,103438
73,105379
74,105767
75,104428
76,104228
77,105907
78,104600
79,103708
80,105219
81,103553
82,107275
83,105361
84,103963
85,103764
86,111524
87,105443
88,103556
89,105865
90,103552
91,106017
92,105179
93,106885
94,103652
95,105648
96,104844
97,104185
98,103695
99,103658
100,104162
