Ping,RTT (microseconds)
1,105802
2,106921
3,108534
4,105637
5,104031
6,103761
7,105466
8,104877
9,104175
10,104298
11,104767
12,104814
13,105449
14,104848
15,105677
16,104244
17,105208
18,106320
19,104388
20,105758
21,105548
22,104293
23,103216
24,103557
25,105624
26,104628
27,107338
28,104029
29,103987
30,106122
31,104699
32,107256
33,104234
34,104299
35,104385
36,104160
37,105604
38,104285
39,106627
40,104099
41,105823
42,104883
43,104080
44,104219
45,105493
46,104888
47,105696
48,103891
49,104882
50,106221
51,105429
52,105467
53,104405
54,104598
55,103362
56,105842
57,104000
58,104133
59,105140
60,104620
61,104149
62,105827
63,105104
64,103366
65,104494
66,104860
67,105468
68,104380
69,106662
70,105318
71,106330
72,103915
73,105250
74,104639
75,104838
76,105464
77,105771
78,103980
79,104693
80,106138
81,106314
82,104551
83,103212
84,103605
85,103305
86,105331
87,105848
88,104955
89,105901
90,106165
91,104488
92,105381
93,105912
94,104245
95,104231
96,107012
97,104381
98,104793
99,104418
100,105106
