Ping,RTT (microseconds)
1,438
2,261
3,209
4,237
5,302
6,217
7,209
8,217
9,189
10,185
11,213
12,347
13,286
14,286
15,278
16,205
17,215
18,216
19,201
20,232
21,197
22,396
23,224
24,234
25,217
26,212
27,211
28,234
29,219
30,219
31,192
32,241
33,213
34,205
35,223
36,191
37,225
38,213
39,186
40,346
41,278
42,201
43,266
44,221
45,209
46,225
47,205
48,243
49,204
50,219
51,210
52,210
53,212
54,210
55,202
56,221
57,198
58,323
59,214
60,190
61,217
62,213
63,223
64,222
65,204
66,201
67,198
68,227
69,190
70,228
71,204
72,202
73,203
74,190
75,207
76,204
77,260
78,1126
79,379
80,355
81,392
82,263
83,259
84,248
85,216
86,213
87,280
88,260
89,254
90,249
91,227
92,200
93,237
94,218
95,224
96,218
97,211
98,214
99,207
100,211
101,190
102,223
103,189
104,206
105,247
106,210
107,245
108,333
109,263
110,255
111,246
112,239
113,11120
114,789
115,657
116,519
117,359
118,315
119,267
120,254
121,246
122,278
123,302
124,245
125,231
126,235
127,234
128,230
129,242
130,197
131,212
132,202
133,186
134,197
135,186
136,200
137,193
138,188
139,235
140,209
141,206
142,207
143,197
144,195
145,220
146,198
147,192
148,216
149,252
150,240
151,224
152,200
153,206
154,206
155,219
156,201
157,203
158,227
159,216
160,209
161,185
162,3567
163,451
164,2101
165,381
166,334
167,9659
168,303
169,259
170,327
171,448
172,324
173,293
174,215
175,228
176,214
177,216
178,223
179,202
180,308
181,214
182,213
183,242
184,217
185,216
186,201
187,209
188,217
189,244
190,209
191,203
192,233
193,200
194,218
195,207
196,248
197,212
198,229
199,223
200,214
201,208
202,223
203,248
204,285
205,242
206,233
207,243
208,376
209,4094
210,729
211,419
212,341
213,309
214,233
215,245
216,237
217,443
218,261
219,1124
220,277
221,629
222,286
223,262
224,252
225,2200
226,336
227,333
228,307
229,388
230,228
231,212
232,4310
233,439
234,381
235,381
236,1628
237,296
238,222
239,252
240,246
241,217
242,240
243,230
244,214
245,205
246,221
247,212
248,233
249,218
250,200
251,215
252,197
253,193
254,212
255,218
256,192
257,208
258,199
259,202
260,191
261,201
262,194
263,189
264,202
265,189
266,229
267,3702
268,470
269,414
270,355
271,296
272,287
273,221
274,243
275,224
276,258
277,205
278,234
279,203
280,224
281,256
282,292
283,260
284,240
285,221
286,210
287,216
288,242
289,237
290,1761
291,195
292,212
293,197
294,235
295,229
296,279
297,194
298,186
299,331
300,284
301,303
302,348
303,192
304,212
305,228
306,229
307,195
308,211
309,227
310,456
311,4219
312,512
313,408
314,348
315,215
316,222
317,216
318,466
319,213
320,200
321,221
322,215
323,209
324,207
325,245
326,195
327,197
328,212
329,191
330,184
331,183
332,217
333,193
334,205
335,198
336,197
337,214
338,184
339,203
340,212
341,202
342,209
343,342
344,208
345,188
346,209
347,189
348,263
349,205
350,215
351,206
352,211
353,3110
354,291
355,227
356,220
357,248
358,316
359,324
360,347
361,315
362,310
363,255
364,236
365,235
366,207
367,238
368,565
369,279
370,234
371,227
372,245
373,320
374,2452
375,329
376,324
377,293
378,301
379,248
380,207
381,229
382,219
383,213
384,248
385,235
386,217
387,573
388,354
389,370
390,273
391,269
392,247
393,203
394,220
395,432
396,246
397,232
398,237
399,236
400,209
401,219
402,220
403,213
404,217
405,188
406,229
407,212
408,233
409,209
410,223
411,234
412,230
413,225
414,221
415,195
416,187
417,215
418,197
419,235
420,209
421,653
422,218
423,206
424,214
425,214
426,230
427,202
428,213
429,225
430,1622
431,244
432,205
433,223
434,200
435,220
436,189
437,226
438,240
439,275
440,366
441,364
442,331
443,264
444,254
445,222
446,240
447,254
448,282
449,316
450,254
451,256
452,227
453,309
454,2938
455,234
456,346
457,314
458,357
459,3567
460,355
461,236
462,214
463,220
464,187
465,212
466,209
467,197
468,220
469,198
470,193
471,192
472,187
473,229
474,199
475,312
476,382
477,340
478,380
479,291
480,200
481,191
482,198
483,184
484,211
485,239
486,214
487,203
488,256
489,225
490,202
491,219
492,207
493,193
494,193
495,217
496,187
497,178
498,196
499,180
500,189
501,199
502,350
503,192
504,257
505,198
506,184
507,3250
508,354
509,329
510,314
511,287
512,268
513,222
514,206
515,218
516,213
517,285
518,229
519,215
520,222
521,198
522,247
523,287
524,262
525,232
526,356
527,215
528,210
529,223
530,259
531,544
532,228
533,230
534,4165
535,753
536,507
537,787
538,452
539,373
540,288
541,262
542,233
543,255
544,244
545,239
546,285
547,204
548,207
549,213
550,206
551,182
552,212
553,223
554,238
555,4156
556,386
557,393
558,331
559,296
560,238
561,247
562,228
563,243
564,230
565,242
566,214
567,229
568,238
569,228
570,229
571,221
572,351
573,275
574,208
575,202
576,191
577,198
578,216
579,220
580,3588
581,2385
582,364
583,243
584,255
585,261
586,223
587,359
588,233
589,292
590,1550
591,4660
592,870
593,409
594,322
595,308
596,243
597,201
598,203
599,417
600,276
601,205
602,231
603,241
604,234
605,217
606,239
607,256
608,237
609,207
610,206
611,226
612,231
613,234
614,228
615,236
616,603
617,258
618,239
619,216
620,257
621,223
622,3181
623,296
624,356
625,350
626,285
627,296
628,207
629,218
630,204
631,260
632,218
633,287
634,204
635,251
636,217
637,272
638,215
639,234
640,200
641,277
642,200
643,232
644,208
645,229
646,220
647,197
648,228
649,231
650,219
651,230
652,3582
653,809
654,405
655,346
656,289
657,262
658,231
659,269
660,1138
661,1964
662,259
663,1207
664,3667
665,533
666,521
667,427
668,442
669,325
670,341
671,413
672,243
673,242
674,248
675,333
676,229
677,221
678,216
679,223
680,249
681,219
682,219
683,209
684,210
685,228
686,223
687,247
688,203
689,226
690,206
691,204
692,210
693,224
694,213
695,218
696,208
697,199
698,219
699,229
700,236
701,214
702,4036
703,2669
704,657
705,325
706,258
707,271
708,227
709,422
710,5230
711,456
712,353
713,452
714,463
715,409
716,392
717,255
718,237
719,245
720,237
721,241
722,324
723,241
724,212
725,242
726,201
727,254
728,231
729,220
730,215
731,207
732,218
733,203
734,275
735,232
736,242
737,249
738,225
739,231
740,214
741,216
742,216
743,212
744,230
745,259
746,234
747,217
748,204
749,224
750,216
751,204
752,228
753,198
754,215
755,207
756,200
757,199
758,203
759,207
760,200
761,212
762,220
763,214
764,212
765,220
766,199
767,197
768,203
769,211
770,201
771,216
772,230
773,217
774,327
775,320
776,345
777,279
778,211
779,234
780,227
781,197
782,221
783,200
784,254
785,203
786,204
787,203
788,340
789,233
790,234
791,275
792,220
793,4268
794,1688
795,318
796,308
797,437
798,342
799,286
800,286
801,1330
802,3658
803,379
804,383
805,414
806,396
807,367
808,266
809,232
810,266
811,215
812,225
813,214
814,331
815,230
816,200
817,208
818,213
819,217
820,231
821,196
822,223
823,197
824,212
825,189
826,201
827,202
828,199
829,211
830,193
831,217
832,200
833,249
834,199
835,218
836,258
837,233
838,281
839,211
840,205
841,203
842,213
843,220
844,201
845,233
846,201
847,192
848,211
849,518
850,219
851,232
852,201
853,214
854,201
855,239
856,219
857,228
858,207
859,213
860,204
861,227
862,222
863,198
864,205
865,235
866,204
867,2146
868,379
869,2493
870,1938
871,394
872,380
873,1743
874,3587
875,444
876,366
877,396
878,413
879,287
880,275
881,254
882,226
883,263
884,238
885,219
886,221
887,249
888,231
889,205
890,318
891,220
892,233
893,206
894,222
895,210
896,227
897,383
898,242
899,234
900,215
901,230
902,217
903,227
904,206
905,217
906,223
907,205
908,221
909,198
910,231
911,208
912,202
913,197
914,195
915,221
916,208
917,246
918,3703
919,2573
920,412
921,378
922,220
923,223
924,250
925,212
926,666
927,214
928,2634
929,699
930,375
931,234
932,311
933,218
934,315
935,236
936,226
937,219
938,248
939,220
940,232
941,241
942,202
943,181
944,229
945,216
946,208
947,203
948,202
949,190
950,226
951,215
952,210
953,204
954,195
955,203
956,2527
957,256
958,224
959,205
960,226
961,280
962,2539
963,339
964,221
965,213
966,253
967,224
968,202
969,205
970,190
971,221
972,227
973,214
974,214
975,207
976,202
977,202
978,230
979,220
980,210
981,197
982,205
983,204
984,218
985,224
986,205
987,220
988,201
989,220
990,195
991,203
992,188
993,394
994,187
995,209
996,275
997,249
998,220
999,1667
1000,1524
