Ping,RTT (microseconds)
1,438
2,240
3,203
4,268
5,233
6,Timeout
7,Timeout
8,Timeout
9,Timeout
10,304
11,Timeout
12,Timeout
13,1024
14,334
15,392
16,580
17,Timeout
18,327
19,Timeout
20,304
21,Timeout
22,314
23,222
24,Timeout
25,551
26,Timeout
27,375
28,258
29,231
30,Timeout
31,1486
32,327
33,342
34,Timeout
35,Timeout
36,585
37,Timeout
38,264
39,Timeout
40,Timeout
41,323
42,298
43,Timeout
44,456
45,Timeout
46,2120
47,368
48,Timeout
49,Timeout
50,261
51,199
52,Timeout
53,235
54,251
55,226
56,Timeout
57,241
58,238
59,260
60,258
61,231
62,Timeout
63,Timeout
64,Timeout
65,Timeout
66,444
67,Timeout
68,800
69,243
70,Timeout
71,Timeout
72,Timeout
73,Timeout
74,Timeout
75,Timeout
76,Timeout
77,282
78,Timeout
79,258
80,Timeout
81,433
82,280
83,Timeout
84,245
85,224
86,Timeout
87,Timeout
88,Timeout
89,Timeout
90,Timeout
91,440
92,Timeout
93,Timeout
94,299
95,361
96,342
97,317
98,336
99,213
100,Timeout
101,224
102,Timeout
103,230
104,Timeout
105,236
106,199
107,195
108,Timeout
109,Timeout
110,436
111,255
112,Timeout
113,275
114,225
115,203
116,Timeout
117,216
118,Timeout
119,252
120,327
121,301
122,324
123,294
124,209
125,Timeout
126,Timeout
127,Timeout
128,Timeout
129,255
130,Timeout
131,249
132,218
133,278
134,230
135,213
136,195
137,Timeout
138,Timeout
139,300
140,265
141,240
142,Timeout
143,243
144,Timeout
145,420
146,Timeout
147,Timeout
148,256
149,253
150,210
151,Timeout
152,233
153,215
154,213
155,219
156,211
157,197
158,213
159,205
160,226
161,Timeout
162,2787
163,Timeout
164,361
165,235
166,196
167,Timeout
168,261
169,224
170,250
171,226
172,206
173,Timeout
174,215
175,211
176,199
177,217
178,220
179,206
180,Timeout
181,224
182,208
183,Timeout
184,229
185,188
186,Timeout
187,205
188,185
189,Timeout
190,227
191,216
192,2592
193,337
194,Timeout
195,Timeout
196,Timeout
197,287
198,285
199,Timeout
200,Timeout
201,346
202,Timeout
203,211
204,205
205,Timeout
206,251
207,221
208,212
209,Timeout
210,Timeout
211,Timeout
212,Timeout
213,730
214,32
215,8
216,210
217,214
218,Timeout
219,Timeout
220,309
221,Timeout
222,Timeout
223,1160
224,Timeout
225,451
226,11
227,183
228,211
229,Timeout
230,309
231,Timeout
232,Timeout
233,270
234,Timeout
235,Timeout
236,Timeout
237,496
238,Timeout
239,245
240,227
241,240
242,189
243,Timeout
244,368
245,Timeout
246,Timeout
247,280
248,213
249,Timeout
250,Timeout
251,500
252,500
253,323
254,259
255,213
256,Timeout
257,259
258,234
259,238
260,Timeout
261,Timeout
262,383
263,Timeout
264,231
265,Timeout
266,Timeout
267,Timeout
268,Timeout
269,Timeout
270,Timeout
271,Timeout
272,556
273,333
274,346
275,Timeout
276,Timeout
277,Timeout
278,258
279,Timeout
280,Timeout
281,8651
282,802
283,Timeout
284,451
285,257
286,Timeout
287,237
288,Timeout
289,Timeout
290,Timeout
291,242
292,220
293,216
294,205
295,192
296,Timeout
297,287
298,Timeout
299,599
300,376
301,2874
302,Timeout
303,Timeout
304,Timeout
305,Timeout
306,Timeout
307,277
308,Timeout
309,Timeout
310,564
311,367
312,236
313,Timeout
314,1980
315,Timeout
316,405
317,261
318,Timeout
319,376
320,Timeout
321,319
322,Timeout
323,Timeout
324,Timeout
325,Timeout
326,443
327,379
328,Timeout
329,Timeout
330,Timeout
331,Timeout
332,Timeout
333,317
334,245
335,243
336,214
337,Timeout
338,226
339,204
340,227
341,216
342,205
343,186
344,204
345,219
346,200
347,184
348,184
349,217
350,Timeout
351,Timeout
352,238
353,222
354,228
355,226
356,243
357,237
358,Timeout
359,332
360,Timeout
361,Timeout
362,499
363,289
364,Timeout
365,277
366,Timeout
367,Timeout
368,Timeout
369,229
370,219
371,236
372,191
373,Timeout
374,Timeout
375,Timeout
376,Timeout
377,Timeout
378,306
379,Timeout
380,Timeout
381,773
382,Timeout
383,346
384,246
385,195
386,235
387,217
388,365
389,230
390,Timeout
391,232
392,221
393,Timeout
394,Timeout
395,Timeout
396,Timeout
397,1819
398,261
399,208
400,213
401,Timeout
402,349
403,247
404,Timeout
405,285
406,206
407,219
408,191
409,236
410,228
411,Timeout
412,252
413,Timeout
414,218
415,Timeout
416,215
417,218
418,Timeout
419,Timeout
420,497
421,Timeout
422,344
423,230
424,191
425,200
426,Timeout
427,Timeout
428,397
429,376
430,Timeout
431,228
432,203
433,234
434,Timeout
435,232
436,Timeout
437,213
438,Timeout
439,214
440,Timeout
441,601
442,Timeout
443,360
444,Timeout
445,547
446,Timeout
447,253
448,218
449,210
450,211
451,248
452,Timeout
453,Timeout
454,242
455,216
456,250
457,Timeout
458,272
459,218
460,213
461,244
462,225
463,Timeout
464,2917
465,376
466,Timeout
467,323
468,242
469,Timeout
470,228
471,205
472,Timeout
473,2043
474,438
475,379
476,341
477,Timeout
478,314
479,202
480,Timeout
481,226
482,Timeout
483,Timeout
484,Timeout
485,241
486,241
487,Timeout
488,506
489,317
490,246
491,223
492,Timeout
493,689
494,371
495,302
496,Timeout
497,345
498,222
499,218
500,202
501,188
502,Timeout
503,235
504,214
505,223
506,Timeout
507,Timeout
508,Timeout
509,232
510,221
511,Timeout
512,277
513,Timeout
514,Timeout
515,354
516,247
517,205
518,Timeout
519,266
520,226
521,231
522,210
523,215
524,Timeout
525,526
526,Timeout
527,Timeout
528,249
529,Timeout
530,237
531,Timeout
532,Timeout
533,Timeout
534,311
535,257
536,Timeout
537,3027
538,394
539,321
540,341
541,Timeout
542,338
543,260
544,297
545,Timeout
546,227
547,189
548,244
549,Timeout
550,222
551,226
552,Timeout
553,Timeout
554,226
555,210
556,217
557,233
558,Timeout
559,298
560,213
561,Timeout
562,596
563,Timeout
564,283
565,Timeout
566,244
567,232
568,Timeout
569,Timeout
570,457
571,Timeout
572,Timeout
573,334
574,Timeout
575,Timeout
576,234
577,Timeout
578,Timeout
579,482
580,Timeout
581,255
582,261
583,203
584,Timeout
585,Timeout
586,386
587,229
588,201
589,230
590,211
591,227
592,Timeout
593,226
594,198
595,Timeout
596,Timeout
597,229
598,195
599,222
600,Timeout
601,252
602,205
603,Timeout
604,252
605,218
606,219
607,240
608,Timeout
609,Timeout
610,531
611,267
612,226
613,201
614,212
615,277
616,217
617,248
618,267
619,Timeout
620,226
621,216
622,Timeout
623,229
624,229
625,216
626,204
627,203
628,188
629,Timeout
630,242
631,Timeout
632,258
633,Timeout
634,316
635,240
636,2813
637,Timeout
638,717
639,296
640,Timeout
641,Timeout
642,386
643,Timeout
644,223
645,Timeout
646,225
647,Timeout
648,217
649,206
650,225
651,Timeout
652,231
653,Timeout
654,Timeout
655,446
656,231
657,276
658,224
659,Timeout
660,324
661,Timeout
662,532
663,286
664,Timeout
665,246
666,Timeout
667,232
668,222
669,238
670,Timeout
671,Timeout
672,212
673,Timeout
674,228
675,204
676,Timeout
677,Timeout
678,285
679,Timeout
680,Timeout
681,400
682,279
683,Timeout
684,239
685,227
686,236
687,182
688,219
689,Timeout
690,Timeout
691,Timeout
692,253
693,231
694,200
695,221
696,Timeout
697,259
698,220
699,Timeout
700,228
701,213
702,Timeout
703,Timeout
704,Timeout
705,Timeout
706,280
707,Timeout
708,1153
709,308
710,341
711,319
712,295
713,229
714,224
715,Timeout
716,359
717,Timeout
718,239
719,216
720,Timeout
721,Timeout
722,252
723,Timeout
724,Timeout
725,Timeout
726,Timeout
727,Timeout
728,Timeout
729,Timeout
730,451
731,222
732,Timeout
733,319
734,256
735,Timeout
736,570
737,Timeout
738,407
739,249
740,Timeout
741,259
742,Timeout
743,Timeout
744,Timeout
745,1591
746,496
747,Timeout
748,308
749,216
750,226
751,Timeout
752,225
753,204
754,Timeout
755,300
756,234
757,Timeout
758,369
759,Timeout
760,462
761,279
762,Timeout
763,357
764,Timeout
765,1059
766,473
767,454
768,414
769,465
770,329
771,296
772,Timeout
773,278
774,205
775,216
776,246
777,Timeout
778,242
779,230
780,225
781,Timeout
782,248
783,221
784,233
785,251
786,212
787,Timeout
788,263
789,210
790,216
791,Timeout
792,242
793,224
794,199
795,194
796,Timeout
797,1437
798,Timeout
799,Timeout
800,Timeout
801,Timeout
802,325
803,Timeout
804,248
805,223
806,201
807,200
808,Timeout
809,217
810,Timeout
811,223
812,Timeout
813,417
814,978
815,Timeout
816,Timeout
817,Timeout
818,Timeout
819,259
820,275
821,Timeout
822,Timeout
823,Timeout
824,301
825,248
826,Timeout
827,Timeout
828,Timeout
829,Timeout
830,262
831,Timeout
832,252
833,213
834,221
835,260
836,205
837,Timeout
838,227
839,200
840,217
841,218
842,214
843,Timeout
844,Timeout
845,267
846,213
847,222
848,Timeout
849,Timeout
850,2344
851,Timeout
852,454
853,Timeout
854,347
855,Timeout
856,Timeout
857,231
858,Timeout
859,Timeout
860,240
861,231
862,Timeout
863,260
864,216
865,Timeout
866,233
867,194
868,Timeout
869,251
870,Timeout
871,2686
872,Timeout
873,436
874,262
875,230
876,240
877,211
878,Timeout
879,231
880,195
881,202
882,191
883,Timeout
884,Timeout
885,232
886,219
887,224
888,Timeout
889,235
890,240
891,219
892,Timeout
893,231
894,219
895,244
896,217
897,232
898,200
899,195
900,196
901,225
902,228
903,Timeout
904,409
905,2456
906,403
907,324
908,306
909,221
910,211
911,Timeout
912,Timeout
913,231
914,Timeout
915,240
916,Timeout
917,Timeout
918,220
919,217
920,Timeout
921,Timeout
922,240
923,221
924,Timeout
925,Timeout
926,423
927,315
928,Timeout
929,312
930,218
931,207
932,228
933,Timeout
934,231
935,Timeout
936,259
937,Timeout
938,269
939,225
940,220
941,211
942,Timeout
943,236
944,Timeout
945,241
946,2902
947,386
948,Timeout
949,2396
950,383
951,458
952,321
953,299
954,Timeout
955,217
956,180
957,Timeout
958,224
959,Timeout
960,237
961,Timeout
962,Timeout
963,211
964,187
965,Timeout
966,254
967,218
968,Timeout
969,414
970,324
971,Timeout
972,2374
973,298
974,Timeout
975,327
976,246
977,208
978,Timeout
979,1194
980,236
981,243
982,Timeout
983,Timeout
984,251
985,244
986,254
987,209
988,221
989,Timeout
990,Timeout
991,Timeout
992,265
993,Timeout
994,Timeout
995,437
996,Timeout
997,322
998,222
999,Timeout
1000,Timeout
