Ping,RTT (microseconds)
1,Timeout
2,250
3,Timeout
4,Timeout
5,Timeout
6,Timeout
7,251
8,214
9,Timeout
10,225
11,Timeout
12,252
13,Timeout
14,229
15,Timeout
16,258
17,Timeout
18,Timeout
19,Timeout
20,588
21,Timeout
22,Timeout
23,Timeout
24,Timeout
25,Timeout
26,Timeout
27,Timeout
28,Timeout
29,Timeout
30,313
31,Timeout
32,Timeout
33,Timeout
34,Timeout
35,Timeout
36,Timeout
37,282
38,265
39,Timeout
40,Timeout
41,244
42,Timeout
43,Timeout
44,Timeout
45,364
46,Timeout
47,Timeout
48,Timeout
49,Timeout
50,Timeout
51,Timeout
52,Timeout
53,1460
54,Timeout
55,Timeout
56,Timeout
57,252
58,Timeout
59,Timeout
60,Timeout
61,Timeout
62,Timeout
63,271
64,Timeout
65,Timeout
66,Timeout
67,295
68,Timeout
69,Timeout
70,Timeout
71,Timeout
72,Timeout
73,Timeout
74,Timeout
75,Timeout
76,1801
77,Timeout
78,Timeout
79,317
80,Timeout
81,Timeout
82,Timeout
83,Timeout
84,230
85,Timeout
86,Timeout
87,Timeout
88,Timeout
89,Timeout
90,247
91,Timeout
92,250
93,Timeout
94,Timeout
95,Timeout
96,298
97,Timeout
98,287
99,Timeout
100,Timeout
101,256
102,Timeout
103,Timeout
104,40
105,Timeout
106,Timeout
107,274
108,Timeout
109,271
110,Timeout
111,Timeout
112,Timeout
113,Timeout
114,Timeout
115,Timeout
116,257
117,Timeout
118,Timeout
119,270
120,Timeout
121,Timeout
122,Timeout
123,Timeout
124,Timeout
125,Timeout
126,Timeout
127,Timeout
128,267
129,Timeout
130,Timeout
131,Timeout
132,Timeout
133,Timeout
134,Timeout
135,Timeout
136,Timeout
137,Timeout
138,Timeout
139,Timeout
140,Timeout
141,369
142,Timeout
143,Timeout
144,Timeout
145,Timeout
146,311
147,Timeout
148,224
149,Timeout
150,Timeout
151,Timeout
152,331
153,Timeout
154,Timeout
155,Timeout
156,370
157,Timeout
158,Timeout
159,225
160,Timeout
161,Timeout
162,252
163,225
164,Timeout
165,Timeout
166,Timeout
167,557
168,Timeout
169,Timeout
170,Timeout
171,Timeout
172,296
173,Timeout
174,Timeout
175,Timeout
176,Timeout
177,Timeout
178,594
179,Timeout
180,Timeout
181,361
182,Timeout
183,Timeout
184,Timeout
185,Timeout
186,343
187,263
188,202
189,213
190,Timeout
191,233
192,Timeout
193,Timeout
194,225
195,Timeout
196,1415
197,Timeout
198,525
199,Timeout
200,Timeout
201,Timeout
202,Timeout
203,Timeout
204,Timeout
205,Timeout
206,Timeout
207,536
208,Timeout
209,264
210,240
211,195
212,204
213,208
214,Timeout
215,Timeout
216,Timeout
217,Timeout
218,Timeout
219,227
220,202
221,236
222,Timeout
223,225
224,Timeout
225,Timeout
226,Timeout
227,Timeout
228,Timeout
229,Timeout
230,266
231,Timeout
232,Timeout
233,Timeout
234,Timeout
235,Timeout
236,Timeout
237,Timeout
238,Timeout
239,Timeout
240,Timeout
241,Timeout
242,Timeout
243,342
244,Timeout
245,Timeout
246,234
247,Timeout
248,Timeout
249,Timeout
250,Timeout
251,403
252,Timeout
253,Timeout
254,Timeout
255,Timeout
256,295
257,Timeout
258,Timeout
259,288
260,Timeout
261,Timeout
262,Timeout
263,Timeout
264,Timeout
265,1820
266,281
267,Timeout
268,Timeout
269,Timeout
270,Timeout
271,Timeout
272,Timeout
273,Timeout
274,Timeout
275,Timeout
276,Timeout
277,Timeout
278,Timeout
279,Timeout
280,Timeout
281,Timeout
282,Timeout
283,256
284,Timeout
285,Timeout
286,245
287,Timeout
288,230
289,Timeout
290,Timeout
291,567
292,Timeout
293,Timeout
294,254
295,269
296,346
297,Timeout
298,Timeout
299,246
300,Timeout
301,236
302,Timeout
303,288
304,Timeout
305,Timeout
306,Timeout
307,Timeout
308,Timeout
309,311
310,Timeout
311,270
312,Timeout
313,445
314,Timeout
315,276
316,Timeout
317,Timeout
318,Timeout
319,Timeout
320,Timeout
321,Timeout
322,261
323,226
324,234
325,222
326,Timeout
327,Timeout
328,242
329,Timeout
330,Timeout
331,222
332,Timeout
333,Timeout
334,2361
335,Timeout
336,490
337,Timeout
338,Timeout
339,Timeout
340,Timeout
341,Timeout
342,Timeout
343,Timeout
344,261
345,Timeout
346,Timeout
347,Timeout
348,Timeout
349,Timeout
350,Timeout
351,356
352,Timeout
353,Timeout
354,Timeout
355,Timeout
356,Timeout
357,1139
358,Timeout
