Ping,RTT (microseconds)
1,585
2,294
3,230
4,428
5,901
6,767
7,447
8,520
9,318
10,286
11,253
12,245
13,229
14,246
15,233
16,235
17,222
18,Timeout
19,224
20,207
21,235
22,208
23,257
24,228
25,Timeout
26,334
27,355
28,329
29,314
30,244
31,223
32,223
33,231
34,214
35,210
36,194
37,225
38,211
39,Timeout
40,229
41,201
42,223
43,200
44,210
45,198
46,222
47,224
48,202
49,204
50,193
51,200
52,194
53,201
54,243
55,208
56,Timeout
57,229
58,243
59,198
60,256
61,Timeout
62,2013
63,2812
64,721
65,447
66,Timeout
67,275
68,209
69,199
70,213
71,258
72,201
73,200
74,188
75,209
76,206
77,188
78,220
79,207
80,220
81,202
82,Timeout
83,210
84,Timeout
85,6671
86,35
87,332
88,218
89,220
90,211
91,195
92,220
93,Timeout
94,487
95,169
96,135
97,183
98,243
99,178
100,154
101,261
102,14
103,206
104,239
105,203
106,Timeout
107,295
108,232
109,216
110,239
111,8715
112,772
113,574
114,447
115,364
116,309
117,Timeout
118,369
119,278
120,218
121,202
122,203
123,210
124,197
125,Timeout
126,Timeout
127,1577
128,13
129,Timeout
130,305
131,255
132,239
133,Timeout
134,307
135,209
136,204
137,207
138,Timeout
139,295
140,249
141,218
142,203
143,Timeout
144,1225
145,636
146,Timeout
147,506
148,323
149,383
150,231
151,217
152,292
153,238
154,221
155,206
156,204
157,216
158,223
159,223
160,Timeout
161,Timeout
162,242
163,208
164,225
165,219
166,223
167,Timeout
168,Timeout
169,529
170,33
171,146
172,223
173,136
174,267
175,129
176,154
177,190
178,175
179,313
180,147
181,111
182,128
183,120
184,127
185,100
186,319
187,15
188,280
189,12
190,410
191,12
192,271
193,51
194,366
195,15
196,217
197,48
198,191
199,12
200,394
201,14
202,221
203,214
204,205
205,209
206,201
207,191
208,6287
209,Timeout
210,624
211,86
212,668
213,231
214,906
215,201
216,635
217,16
218,226
219,15
220,323
221,435
222,304
223,303
224,Timeout
225,258
226,237
227,214
228,201
229,Timeout
230,215
231,227
232,308
233,226
234,203
235,198
236,209
237,Timeout
238,Timeout
239,452
240,16
241,454
242,11
243,661
244,70
245,125
246,118
247,102
248,110
249,120
250,174
251,19
252,184
253,60
254,145
255,38
256,197
257,11
258,200
259,12
260,208
261,12
262,209
263,12
264,178
265,227
266,198
267,219
268,Timeout
269,334
270,214
271,Timeout
272,309
273,307
274,Timeout
275,304
276,277
277,211
278,228
279,225
280,205
281,198
282,189
283,Timeout
284,2447
285,301
286,265
287,277
288,360
289,Timeout
290,18
291,210
292,11
293,271
294,14
295,139
296,36
297,128
298,57
299,188
300,10
301,297
302,10
303,227
304,10
305,255
306,112
307,97
308,148
309,203
310,231
311,277
312,271
313,227
314,220
315,208
316,238
317,214
318,210
319,201
320,209
321,202
322,295
323,202
324,Timeout
325,363
326,257
327,217
328,253
329,205
330,218
331,204
332,210
333,203
334,Timeout
335,Timeout
336,14
337,182
338,10
339,206
340,35
341,229
342,11
343,210
344,37
345,205
346,10
347,239
348,67
349,183
350,137
351,219
352,150
353,2970
354,732
355,368
356,Timeout
357,390
358,225
359,189
360,254
361,211
362,226
363,202
364,226
365,232
366,219
367,191
368,222
369,209
370,195
371,212
372,211
373,214
374,190
375,Timeout
376,353
377,241
378,208
379,220
380,224
381,236
382,205
383,217
384,Timeout
385,Timeout
386,217
387,192
388,203
389,195
390,235
391,205
392,187
393,197
394,Timeout
395,224
396,202
397,Timeout
398,Timeout
399,183
400,15
401,326
402,148
403,75
404,762
405,11
406,261
407,233
408,Timeout
409,3526
410,536
411,363
412,338
413,257
414,Timeout
415,Timeout
416,Timeout
417,Timeout
418,1591
419,14
420,22
421,9
422,166
423,15
424,7
425,6
426,209
427,14
428,7
429,214
430,13
431,9
432,192
433,11
434,8
435,810
436,18
437,112
438,438
439,13
440,118
441,299
442,42
443,13
444,2066
445,26
446,10
447,237
448,11
449,200
450,11
451,199
452,43
453,183
454,11
455,171
456,62
457,103
458,107
459,129
460,56
461,127
462,89
463,218
464,197
465,239
466,211
467,234
468,244
469,196
470,206
471,200
472,200
473,193
474,212
475,Timeout
476,258
477,233
478,Timeout
479,199
480,Timeout
481,Timeout
482,Timeout
483,Timeout
484,83
485,14
486,149
487,67
488,116
489,276
490,12
491,8
492,14
493,415
494,39
495,451
496,15
497,152
498,125
499,236
500,128
501,177
502,202
503,156
504,242
505,51
506,26
507,9
508,142
509,42
510,12
511,47
512,129
513,136
514,12
515,7
516,59
517,116
518,36
519,8
520,9
521,164
522,11
523,9
524,12
525,229
526,67
527,66
528,62
529,61
530,46
531,117
532,34
533,48
534,124
535,10
536,67
537,113
538,11
539,50
540,135
541,10
542,223
543,22
544,213
545,10
546,167
547,10
548,223
549,13
550,169
551,10
552,240
553,52
554,865
555,11
556,234
557,194
558,217
559,Timeout
560,215
561,223
562,235
563,204
564,201
565,219
566,209
567,Timeout
568,232
569,233
570,210
571,Timeout
572,265
573,245
574,Timeout
575,221
576,Timeout
577,Timeout
578,Timeout
579,550
580,10
581,9
582,7
583,105
584,11
585,46
586,212
587,57
588,120
589,77
590,678
591,61
592,145
593,36
594,219
595,11
596,410
597,13
598,353
599,405
600,2313
601,588
602,2006
603,322
604,298
605,432
606,339
607,227
608,234
609,212
610,226
611,409
612,245
613,224
614,220
615,260
616,Timeout
617,320
618,224
619,197
620,214
621,239
622,213
623,Timeout
624,327
625,221
626,198
627,208
628,204
629,184
630,206
631,197
632,223
633,190
634,185
635,212
636,215
637,231
638,186
639,356
640,320
641,202
642,188
643,229
644,203
645,203
646,196
647,213
648,Timeout
649,199
650,185
651,Timeout
652,205
653,208
654,201
655,190
656,231
657,195
658,209
659,Timeout
660,265
661,236
662,221
663,Timeout
664,Timeout
665,Timeout
666,Timeout
667,1086
668,17
669,46
670,25
671,124
672,65
673,11
674,47
675,333
676,88
677,71
678,284
679,161
680,160
681,293
682,287
683,227
684,213
685,226
686,201
687,192
688,221
689,198
690,220
691,188
692,221
693,218
694,229
695,245
696,241
697,207
698,227
699,203
700,237
701,216
702,211
703,200
704,212
705,Timeout
706,220
707,245
708,202
709,223
710,206
711,204
712,220
713,201
714,210
715,203
716,217
717,Timeout
718,209
719,219
720,199
721,204
722,212
723,Timeout
724,218
725,214
726,214
727,190
728,216
729,211
730,214
731,187
732,202
733,Timeout
734,204
735,222
736,Timeout
737,257
738,Timeout
739,Timeout
740,Timeout
741,Timeout
742,Timeout
743,50
744,8
745,26
746,199
747,16
748,255
749,405
750,310
751,2849
752,425
753,335
754,442
755,292
756,296
757,323
758,286
759,267
760,250
761,268
762,Timeout
763,299
764,314
765,289
766,315
767,256
768,265
769,467
770,391
771,296
772,Timeout
773,308
774,234
775,214
776,328
777,217
778,225
779,241
780,249
781,Timeout
782,247
783,205
784,231
785,219
786,235
787,197
788,221
789,215
790,Timeout
791,286
792,260
793,232
794,221
795,223
796,204
797,215
798,210
799,205
800,210
801,Timeout
802,236
803,246
804,231
805,2697
806,309
807,320
808,Timeout
809,373
810,247
811,221
812,209
813,194
814,345
815,205
816,199
817,195
818,198
819,203
820,208
821,Timeout
822,319
823,195
824,211
825,Timeout
826,1070
827,307
828,334
829,Timeout
830,274
831,249
832,Timeout
833,215
834,213
835,210
836,238
837,209
838,203
839,206
840,191
841,200
842,204
843,Timeout
844,223
845,Timeout
846,Timeout
847,457
848,355
849,301
850,241
851,235
852,Timeout
853,285
854,218
855,205
856,260
857,201
858,199
859,Timeout
860,233
861,250
862,217
863,260
864,207
865,195
866,209
867,220
868,205
869,193
870,219
871,185
872,202
873,209
874,182
875,192
876,197
877,195
878,190
879,194
880,200
881,204
882,222
883,196
884,204
885,192
886,195
887,201
888,183
889,205
890,Timeout
891,253
892,241
893,Timeout
894,200
895,232
896,331
897,Timeout
898,497
899,262
900,296
901,256
902,215
903,Timeout
904,Timeout
905,465
906,234
907,222
908,245
909,250
910,276
911,242
912,224
913,208
914,206
915,203
916,207
917,223
918,204
919,217
920,Timeout
921,Timeout
922,242
923,244
924,200
925,191
926,276
927,284
928,264
929,Timeout
930,1420
931,292
932,334
933,292
934,319
935,Timeout
936,247
937,204
938,206
939,203
940,210
941,Timeout
942,233
943,257
944,225
945,234
946,215
947,230
948,202
949,209
950,412
951,241
952,227
953,227
954,217
955,229
956,220
957,Timeout
958,357
959,371
960,859
961,248
962,310
963,240
964,265
965,216
966,211
967,207
968,237
969,213
970,221
971,204
972,252
973,215
974,204
975,285
976,272
977,246
978,238
979,217
980,311
981,244
982,243
983,206
984,237
985,203
986,208
987,Timeout
988,202
989,Timeout
990,Timeout
991,Timeout
992,Timeout
993,Timeout
994,89
995,11
996,9
997,12
998,21
999,8
1000,150
