Ping,RTT (microseconds)
1,416
2,251
3,283
4,204919
5,239
6,221
7,220
8,200
9,206927
10,273
11,244
12,230
13,194
14,221
15,224
16,232
17,193
18,188
19,205751
20,202
21,204
22,236
23,182
24,228
25,180
26,231
27,210
28,192
29,207
30,205753
31,253
32,240
33,231
34,199
35,240
36,213
37,218
38,211
39,222
40,199
41,195
42,214290
43,268
44,237
45,221
46,218
47,195
48,211
49,224
50,209
51,213
52,413780
53,251
54,223
55,211
56,228
57,194
58,195
59,219
60,183
61,211
62,200
63,208
64,228
65,212
66,206
67,200
68,255
69,201
70,211
71,195
72,203
73,203
74,223
75,202317
76,253
77,208
78,215
79,196
80,245
81,209
82,205
83,243
84,210
85,214023
86,277
87,211
88,209
89,194
90,226
91,194
92,206784
93,278
94,270
95,231
96,206474
97,242
98,232086
99,265
100,230
101,189
102,212
103,210
104,212
105,196
106,293
107,220
108,215
109,190
110,201
111,219
112,197
113,200
114,189
115,242
116,209
117,237
118,200
119,188
120,203
121,195
122,216
123,184
124,213
125,197
126,191
127,197
128,177
129,211
130,204
131,178
132,207
133,200
134,306
135,205
136,202
137,193
138,215
139,180
140,203
141,196
142,203
143,208
144,196
145,214
146,216
147,206
148,193
149,176
150,191
151,195
152,232
153,203786
154,355
155,218
156,209
157,218
158,185
159,206
160,180
161,200
162,198
163,178
164,215
165,193
166,207
167,186
168,177
169,214
170,412301
171,335
172,207104
173,234
174,210
175,233
176,213
177,221
178,231
179,238
180,319
181,219
182,189
183,207
184,189
185,180
186,213438
187,277
188,338
189,207357
190,353
191,260
192,265
193,239
194,278
195,250
196,244
197,214
198,311
199,263
200,204834
201,277
202,201
203,206
204,208
205,197
206,330
207,212
208,261
209,224
210,217
211,180
212,184
213,206196
214,250
215,254
216,263
217,238
218,283
219,205268
220,254
221,221
222,270
223,224
224,196
225,188
226,211
227,181
228,277
229,216
230,191
231,208
232,196
233,223
234,212
235,212885
236,289
237,238
238,211
239,208
240,204
241,232
242,196
243,244
244,228
245,253
246,234
247,234
248,188
249,194
250,188
251,193
252,203484
253,246
254,243
255,203
256,495731
257,207849
258,256
259,227
260,238
261,212
262,208
263,192
264,243
265,213
266,234
267,210
268,214
269,202
270,231
271,213
272,195
273,235
274,318
275,215
276,211622
277,277
278,207502
279,357
280,245
281,247
282,192
283,224
284,219
285,223
286,237
287,205946
288,263
289,231
290,201
291,241
292,196
293,211
294,192
295,195
296,222
297,180
298,197
299,214
300,205
301,196
302,177
303,206
304,188
305,210
306,187
307,176
308,213
309,184
310,200
311,184
312,174
313,210
314,202497
315,251
316,282
317,226
318,233
319,200
320,228
321,204
322,201
323,206049
324,283
325,241
326,226
327,225
328,192
329,201
330,212
331,217
332,193
333,186
334,208
335,209
336,224
337,191
338,201
339,191
340,183
341,411467
342,254
343,209
344,207860
345,286
346,251
347,231
348,217
349,225
350,212
351,233
352,226
353,219
354,202
355,235
356,219
357,210
358,213
359,218
360,215
361,203
362,223
363,192
364,202
365,198
366,197
367,203
368,208
369,208
370,200
371,210
372,206
373,203
374,204
375,208
376,208758
377,308
378,233
379,243
380,206
381,222642
382,208417
383,292
384,232
385,228
386,214
387,206627
388,297
389,207896
390,288
391,279
392,203
393,189
