Ping,RTT (microseconds)
1,105404
2,105246
3,103693
4,110015
5,104773
6,104455
7,104467
8,104226
9,106350
10,106196
11,105778
12,104302
13,105184
14,105830
15,110929
16,105840
17,105619
18,107301
19,104502
20,103486
21,106028
22,103411
23,103439
24,106544
25,105346
26,103708
27,106091
28,105234
29,103122
30,103474
31,106437
32,104387
33,104081
34,104223
35,104569
36,103763
37,104160
38,109778
39,106008
40,105743
41,106086
42,105520
43,105905
44,107059
45,104779
46,103710
47,105764
48,104209
49,105963
50,104014
51,104955
52,105972
53,105171
54,103389
55,105210
56,105840
57,105393
58,105345
59,103759
60,105061
61,103702
62,104014
63,104550
64,103112
65,105659
66,104292
67,105000
68,105214
69,105418
70,104440
71,104009
72,103982
73,104829
74,105247
75,105125
76,103343
77,107281
78,105106
79,105933
80,105061
81,103639
82,105738
83,104841
84,105238
85,104444
86,105522
87,103702
88,103831
89,103744
90,105104
91,103579
92,104686
93,105075
94,104037
95,103878
96,104274
97,106535
98,103467
99,104912
100,104453
