Ping,RTT (microseconds)
1,105850
2,104501
3,104105
4,105088
5,115386
6,104414
7,106448
8,107092
9,104962
10,104227
11,103472
12,105368
13,104258
14,104768
15,105885
16,104973
17,103784
18,103586
19,105645
20,104843
21,103891
22,105230
23,106061
24,105164
25,103737
26,104110
27,105937
28,104507
29,105070
30,104126
31,104373
32,106186
33,103606
34,106713
35,103901
36,105766
37,104146
38,104739
39,110972
40,105946
41,104503
42,104813
43,103497
44,104462
45,105595
46,105423
47,104410
48,103788
49,104720
50,103906
51,105049
52,104125
53,104877
54,104272
55,103933
56,105889
57,104053
58,104954
59,104386
60,104655
61,104024
62,103623
63,103924
64,104724
65,105932
66,106085
67,105548
68,103713
69,104179
70,107209
71,103983
72,104067
73,103141
74,105221
75,107018
76,105066
77,104772
78,107096
79,106347
80,103299
81,105668
82,105240
83,103575
84,106695
85,105328
86,105681
87,104838
88,105523
89,104368
90,105722
91,105856
92,105154
93,421625
94,104214
95,102831
96,106130
97,105488
98,104695
99,106894
100,103819
