Ping,RTT (microseconds)
1,105234
2,105508
3,106321
4,104144
5,105023
6,104740
7,105849
8,103689
9,105963
10,105198
11,105812
12,104588
13,105385
14,104292
15,104034
16,105882
17,104457
18,104559
19,103726
20,106301
21,103849
22,105594
23,105744
24,103281
25,105223
26,104244
27,104454
28,105774
29,104104
30,106268
31,105107
32,105026
33,103851
34,105838
35,104108
36,105308
37,104032
38,104072
39,104084
40,104857
41,106630
42,106632
43,105048
44,104159
45,105905
46,106002
47,104018
48,105656
49,104078
50,105097
51,103306
52,103568
53,103450
54,104261
55,105935
56,103755
57,107026
58,105621
59,104004
60,105289
61,105117
62,104671
63,105851
64,103804
65,106153
66,105393
67,104110
68,105632
69,104757
70,106293
71,105508
72,104345
73,105391
74,104088
75,702485
76,104084
77,104144
78,105123
79,105328
80,104534
81,103640
82,105500
83,104871
84,106426
85,103586
86,104506
87,104890
88,104862
89,105328
90,104476
91,103948
92,104905
93,104214
94,106472
95,107598
96,104934
97,103560
98,104793
99,105971
100,105709
