Ping,RTT (microseconds)
1,105503
2,103658
3,104511
4,104611
5,104197
6,105387
7,105349
8,105038
9,104180
10,104326
11,103864
12,105568
13,103220
14,105256
15,103458
16,106021
17,109302
18,105941
19,104683
20,105019
21,105738
22,106045
23,104637
24,104332
25,103879
26,106262
27,103518
28,105405
29,105550
30,105581
31,105642
32,104823
33,105322
34,104876
35,106099
36,104004
37,107040
38,104873
39,103322
40,105241
41,104404
42,108649
43,103158
44,103536
45,105281
46,104916
47,106022
48,103319
49,104217
50,103568
51,104242
52,105913
53,106098
54,104280
55,104843
56,103878
57,103960
58,104950
59,104135
60,103844
61,103934
62,105414
63,105600
64,105162
65,104541
66,103374
67,105883
68,104524
69,104271
70,105190
71,104329
72,1005035
73,103668
74,103821
75,105827
76,103958
77,104013
78,105281
79,104800
80,103512
81,105232
82,106315
83,105134
84,104657
85,105100
86,105813
87,105839
88,106140
89,104662
90,104151
91,106057
92,108184
93,103980
94,104580
95,103932
96,104274
97,105116
98,104636
99,105095
100,104906
