Ping,RTT (microseconds)
1,105042
2,104507
3,106122
4,105077
5,105524
6,105129
7,106669
8,104172
9,106250
10,105065
11,103361
12,105089
13,104150
14,104219
15,104900
16,106087
17,106357
18,104110
19,104061
20,104368
21,106281
22,110626
23,104244
24,112492
25,105154
26,105591
27,104517
28,415609
29,105283
30,105304
31,105215
32,105130
33,104157
34,104396
35,106333
36,105134
37,105807
38,104269
39,104062
40,105756
41,103933
42,106419
43,104725
44,105357
45,105848
46,104281
47,105507
48,104764
49,106317
50,105957
51,103105
52,109310
53,104783
54,106375
55,104592
56,104830
57,104656
58,104916
59,116799
60,103938
61,105742
62,105052
63,104609
64,105295
65,104722
66,104284
67,105712
68,103206
69,103351
70,105581
71,104123
72,104909
73,105709
74,105161
75,104215
76,105721
77,104905
78,106880
79,107834
80,105261
81,103830
82,103930
83,105712
84,104892
85,103911
86,103634
87,105476
88,104759
89,103796
90,106727
91,105416
92,104963
93,103640
94,105894
95,103432
96,103966
97,104611
98,104344
99,104255
100,104918
