Ping,RTT (microseconds)
1,105452
2,103524
3,105478
4,104748
5,104025
6,103925
7,104493
8,104009
9,106291
10,105797
11,103769
12,104824
13,103905
14,104977
15,108222
16,108911
17,104763
18,105100
19,104737
20,103730
21,105856
22,103896
23,106863
24,105039
25,423643
26,103684
27,105255
28,103406
29,103499
30,103316
31,106665
32,108041
33,105114
34,106026
35,106050
36,104291
37,104429
38,104478
39,105649
40,103993
41,105637
42,103901
43,103960
44,104884
45,104357
46,106658
47,106158
48,105936
49,105338
50,103988
51,105171
52,103642
53,106566
54,104239
55,107031
56,105317
57,106522
58,105039
59,105580
60,104272
61,103985
62,104140
63,104356
64,104020
65,103179
66,104111
67,104407
68,104448
69,104442
70,103546
71,103956
72,105979
73,104748
74,105570
75,104464
76,112064
77,103320
78,103470
79,103883
80,105767
81,103535
82,104751
83,103601
84,106101
85,103973
86,105012
87,104519
88,104231
89,104386
90,103729
91,105583
92,103993
93,105812
94,105046
95,104781
96,105642
97,104132
98,104703
99,104821
100,103812
