Ping,RTT (microseconds)
1,105331
2,103281
3,106063
4,104117
5,105023
6,104115
7,107266
8,104267
9,104451
10,105158
11,105523
12,104129
13,106572
14,105306
15,103722
16,105697
17,107126
18,111860
19,105141
20,105372
21,106079
22,105260
23,105604
24,104882
25,106597
26,104198
27,104016
28,106096
29,110020
30,106315
31,105123
32,105730
33,105057
34,105004
35,104408
36,105097
37,106139
38,105155
39,104273
40,103397
41,105854
42,104523
43,106126
44,104995
45,104267
46,104300
47,103643
48,105407
49,103752
50,106752
51,106985
52,114249
53,105185
54,105523
55,105751
56,106425
57,104497
58,115056
59,105699
60,106469
61,104149
62,105216
63,104005
64,105508
65,428948
66,103618
67,104731
68,106916
69,104295
70,104459
71,105960
72,104741
73,104121
74,104645
75,105430
76,104371
77,103750
78,104074
79,104551
80,105074
81,104755
82,106016
83,105034
84,104868
85,103413
86,105574
87,105784
88,105166
89,104194
90,105447
91,105330
92,105473
93,103705
94,107032
95,104656
96,105614
97,105580
98,103348
99,105441
100,421771
