Ping,RTT (microseconds)
1,105378
2,104479
3,105104
4,105648
5,106120
6,105276
7,106396
8,104522
9,104143
10,104825
11,106046
12,105844
13,104141
14,104344
15,103510
16,105623
17,104813
18,104179
19,104098
20,103885
21,104755
22,106083
23,104273
24,104966
25,103547
26,105417
27,103952
28,106270
29,103374
30,103532
31,105505
32,105338
33,105533
34,103289
35,104796
36,106891
37,105307
38,103614
39,104287
40,105828
41,106937
42,106079
43,104401
44,106420
45,106437
46,103218
47,104034
48,103425
49,103653
50,105386
51,103989
52,105236
53,118597
54,105505
55,103930
56,105372
57,104011
58,104477
59,105051
60,106687
61,104563
62,104436
63,105604
64,103199
65,106068
66,104326
67,105547
68,106503
69,105406
70,103526
71,104841
72,418009
73,105367
74,106919
75,105177
76,104296
77,104549
78,105443
79,103983
80,106375
81,103811
82,105336
83,103526
84,105750
85,103480
86,105121
87,103851
88,104903
89,105466
90,104468
91,106336
92,105088
93,104555
94,106146
95,105524
96,103372
97,106044
98,104651
99,103286
100,106469
