Ping,RTT (microseconds)
1,105703
2,104640
3,104432
4,103800
5,104640
6,105502
7,104594
8,103920
9,103464
10,103272
11,113390
12,104353
13,104297
14,105735
15,105878
16,103349
17,104208
18,104928
19,105596
20,104211
21,105948
22,103267
23,104837
24,106102
25,103613
26,104880
27,107472
28,103951
29,103573
30,106278
31,105862
32,108176
33,104926
34,104533
35,105654
36,103770
37,104469
38,103039
39,106309
40,104996
41,107296
42,105926
43,104947
44,103130
45,104694
46,105815
47,104030
48,104642
49,104155
50,105617
51,105124
52,105113
53,104443
54,104055
55,104573
56,104951
57,104423
58,104987
59,105836
60,105727
61,105375
62,103519
63,111374
64,105456
65,104055
66,106087
67,103259
68,106383
69,105635
70,105044
71,107124
72,104716
73,106035
74,103935
75,103646
76,105707
77,104936
78,103934
79,104218
80,103780
81,104225
82,104613
83,104704
84,105405
85,105933
86,104943
87,104523
88,105095
89,104903
90,105171
91,103661
92,104676
93,104684
94,105135
95,103906
96,105619
97,103722
98,103426
99,105624
100,105212
