Ping,RTT (microseconds)
1,106348
2,103977
3,105379
4,104615
5,107208
6,104149
7,105217
8,104108
9,104649
10,105207
11,416891
12,105862
13,105960
14,104441
15,104742
16,104838
17,104376
18,105271
19,105672
20,103981
21,104594
22,104045
23,104460
24,106284
25,105533
26,105543
27,103805
28,106304
29,109058
30,104249
31,105727
32,107297
33,107468
34,103859
35,104646
36,103581
37,104268
38,104732
39,104548
40,105249
41,104318
42,104039
43,105732
44,104719
45,103657
46,106245
47,106239
48,104034
49,104911
50,103688
51,118061
52,105093
53,104779
54,109860
55,105285
56,104760
57,103627
58,103708
59,106878
60,104800
61,104767
62,106203
63,105164
64,105630
65,107372
66,105292
67,105982
68,103982
69,106307
70,104110
71,106821
72,105210
73,105644
74,105375
75,103771
76,103943
77,105369
78,105566
79,104437
80,105324
81,103830
82,103634
83,104288
84,106217
85,104744
86,105937
87,105393
88,104103
89,103985
90,104610
91,104017
92,104694
93,105433
94,105254
95,104533
96,105710
97,106441
98,105071
99,106141
100,104863
