Ping,RTT (microseconds)
1,117954
2,103795
3,106031
4,104379
5,106691
6,106100
7,105245
8,103815
9,106576
10,103922
11,104767
12,104173
13,104142
14,106359
15,104813
16,115620
17,414311
18,103650
19,104011
20,104606
21,105251
22,112663
23,105976
24,105133
25,105039
26,104179
27,105133
28,105868
29,106205
30,106707
31,105964
32,104815
33,106054
34,105130
35,104968
36,105778
37,104288
38,104429
39,104197
40,103927
41,103003
42,103612
43,105288
44,103957
45,106669
46,105000
47,104877
48,106624
49,103348
50,105450
51,105073
52,105324
53,104459
54,103088
55,106074
56,104736
57,106947
58,103738
59,104152
60,106767
61,104626
62,104066
63,106035
64,103592
65,103771
66,107142
67,105635
68,105977
69,104784
70,105902
71,105233
72,105293
73,105814
74,105109
75,105915
76,110895
77,104955
78,105884
79,103850
80,104609
81,105404
82,104092
83,103910
84,104569
85,105519
86,103399
87,104566
88,104078
89,107292
90,106126
91,104071
92,107597
93,105165
94,105319
95,105521
96,105316
97,103083
98,105311
99,105859
100,104807
