Ping,RTT (microseconds)
1,106060
2,103595
3,104249
4,105142
5,104714
6,104867
7,103365
8,104171
9,107947
10,103147
11,103580
12,105592
13,103456
14,106581
15,105944
16,104133
17,104315
18,104059
19,104792
20,105122
21,103285
22,105372
23,104900
24,105296
25,103560
26,105540
27,103539
28,105024
29,104914
30,104111
31,103589
32,105678
33,105219
34,108903
35,103391
36,103249
37,104391
38,104240
39,104576
40,103919
41,106223
42,104704
43,105698
44,104125
45,108028
46,107123
47,106829
48,104550
49,105897
50,103997
51,104110
52,105456
53,111992
54,104762
55,105817
56,104529
57,103779
58,104477
59,105991
60,103932
61,105615
62,106465
63,104844
64,103740
65,107529
66,105150
67,105438
68,103511
69,106167
70,103327
71,1018406
72,103624
73,105775
74,104660
75,103916
76,108098
77,105430
78,103493
79,104869
80,104088
81,106342
82,105031
83,105101
84,103894
85,105989
86,105669
87,105151
88,104682
89,107066
90,104773
91,421091
92,104339
93,105659
94,104647
95,104971
96,106002
97,112056
98,104535
99,103942
100,105919
