Ping,RTT (microseconds)
1,108146
2,104221
3,111656
4,106230
5,106124
6,105775
7,104094
8,107429
9,105020
10,106205
11,104538
12,106413
13,104120
14,105004
15,104322
16,103790
17,107076
18,105122
19,105513
20,105162
21,103789
22,105475
23,105577
24,105643
25,104765
26,104471
27,104103
28,105006
29,104909
30,105697
31,106714
32,104114
33,103797
34,114102
35,105734
36,104848
37,104899
38,103477
39,106128
40,104480
41,105052
42,104649
43,105357
44,106100
45,104936
46,105707
47,105442
48,104838
49,105870
50,105260
51,103920
52,105513
53,104532
54,104779
55,106581
56,105374
57,105294
58,106564
59,104183
60,104377
61,104587
62,104710
63,105614
64,103365
65,105639
66,104082
67,105557
68,103485
69,106826
70,107014
71,103559
72,104731
73,106512
74,104407
75,104942
76,104258
77,104528
78,104378
79,104892
80,105219
81,103971
82,105056
83,105919
84,104740
85,103524
86,104301
87,105219
88,104324
89,103760
90,103897
91,104261
92,104131
93,106031
94,103592
95,104109
96,105852
97,104908
98,104420
99,104213
100,104728
