Ping,RTT (microseconds)
1,105442
2,103330
3,104901
4,104400
5,103713
6,103728
7,103908
8,105009
9,106833
10,104082
11,104248
12,107042
13,103469
14,105368
15,104766
16,106155
17,106506
18,104010
19,105124
20,103270
21,103800
22,103468
23,103373
24,107860
25,104652
26,104797
27,105560
28,105689
29,104467
30,104289
31,105936
32,104038
33,105459
34,103749
35,103377
36,105396
37,106496
38,104761
39,104189
40,105827
41,103881
42,103224
43,104237
44,104618
45,114327
46,105902
47,105576
48,104996
49,103088
50,103816
51,103822
52,104822
53,105323
54,104579
55,103829
56,104443
57,107086
58,103754
59,103624
60,103518
61,103740
62,106636
63,103520
64,106142
65,105173
66,107147
67,104554
68,114124
69,104198
70,103683
71,104899
72,105951
73,105539
74,114619
75,104895
76,103997
77,103448
78,104944
79,105116
80,103209
81,103802
82,103303
83,105232
84,105877
85,105207
86,104636
87,104127
88,103798
89,103785
90,103746
91,103760
92,104858
93,103943
94,104397
95,103440
96,105978
97,103773
98,105433
99,106194
100,104040
