Ping,RTT (microseconds)
1,105778
2,103900
3,105155
4,106283
5,105477
6,104765
7,105728
8,105537
9,103800
10,104987
11,103810
12,104703
13,104905
14,105710
15,105918
16,105849
17,105801
18,104780
19,103719
20,105288
21,105681
22,104271
23,106970
24,104045
25,106141
26,103756
27,104608
28,105265
29,110277
30,105909
31,104816
32,105149
33,104683
34,106803
35,105943
36,104421
37,105500
38,104290
39,105946
40,104685
41,104159
42,104401
43,106195
44,105684
45,103194
46,103966
47,105781
48,104592
49,433190
50,104644
51,104545
52,103649
53,106105
54,105101
55,103696
56,104904
57,104023
58,104472
59,104991
60,105689
61,103954
62,103610
63,105272
64,103859
65,106485
66,107789
67,104454
68,104045
69,104892
70,106502
71,104415
72,104065
73,103879
74,106563
75,105030
76,104656
77,103491
78,104263
79,103699
80,105579
81,104028
82,104989
83,105015
84,104875
85,103894
86,102919
87,105241
88,105338
89,104813
90,106216
91,105403
92,104057
93,105238
94,103627
95,104787
96,104850
97,103729
98,106002
99,103743
100,105476
