Ping,RTT (microseconds)
1,104864
2,105220
3,104629
4,105610
5,105348
6,105919
7,104810
8,419830
9,103059
10,104048
11,103579
12,105912
13,104845
14,104985
15,105439
16,104933
17,103792
18,106679
19,103133
20,105396
21,106293
22,105706
23,103673
24,104080
25,104891
26,104744
27,103874
28,103728
29,104922
30,106625
31,105962
32,105879
33,106626
34,104235
35,104279
36,106279
37,104709
38,104311
39,103489
40,106296
41,104042
42,103733
43,104973
44,105707
45,104164
46,105179
47,105318
48,105240
49,103841
50,104933
51,104950
52,103828
53,104856
54,106134
55,105538
56,105909
57,104943
58,104686
59,105940
60,104346
61,104083
62,104733
63,113875
64,104669
65,105804
66,106072
67,103688
68,104810
69,108181
70,104585
71,104412
72,105280
73,104323
74,104081
75,104816
76,104699
77,104229
78,104385
79,104817
80,105120
81,103866
82,106921
83,105625
84,104184
85,107404
86,104828
87,103971
88,106042
89,104008
90,104986
91,104905
92,424884
93,103777
94,104913
95,105103
96,104545
97,103764
98,105894
99,105092
100,106593
