Ping,RTT (microseconds)
1,103803
2,105095
3,105390
4,104872
5,104454
6,107270
7,103977
8,105544
9,105916
10,105899
11,105458
12,104455
13,105506
14,103789
15,106585
16,104132
17,105187
18,104805
19,105964
20,106203
21,105129
22,106336
23,103498
24,107331
25,103965
26,105037
27,106072
28,104858
29,105720
30,104192
31,104303
32,106055
33,103999
34,104918
35,104645
36,103805
37,106716
38,106199
39,107042
40,104171
41,106935
42,104992
43,104114
44,105800
45,103306
46,104425
47,103982
48,104354
49,105127
50,104911
51,106456
52,105884
53,104602
54,111613
55,104232
56,104600
57,104690
58,106447
59,104508
60,105208
61,103985
62,104933
63,107040
64,103966
65,105666
66,104304
67,103094
68,105867
69,104118
70,104465
71,105780
72,104887
73,105242
74,104067
75,105976
76,103757
77,105327
78,106521
79,103480
80,104027
81,105636
82,105730
83,105289
84,106053
85,106464
86,105596
87,110865
88,104391
89,104610
90,104003
91,105811
92,104804
93,105134
94,105113
95,106809
96,105678
97,105737
98,104791
99,104927
100,103920
